heuristic,length,bucket,count,seen,score
power_projlen,30,"[30, 1]",2000,6980,[1]
power_projlen,30,"[30, 3]",561,561,[3]
power_projlen,30,"[30, 4]",412,412,[4]
power_projlen,30,"[30, 5]",2000,13490,[5]
power_projlen,30,"[30, 6]",944,944,[6]
power_projlen,30,"[30, 7]",2000,21134,[7]
power_projlen,30,"[30, 8]",1906,1906,[8]
power_projlen,30,"[30, 9]",2000,26748,[9]
power_projlen,30,"[30, 10]",2000,5329,[10]
power_projlen,30,"[30, 11]",2000,22980,[11]
power_projlen,30,"[30, 12]",2000,4658,[12]
power_projlen,30,"[30, 13]",2000,24911,[13]
power_projlen,30,"[30, 14]",2000,10152,[14]
power_projlen,30,"[30, 15]",2000,10167,[15]
power_projlen,30,"[30, 16]",2000,2065,[16]
power_projlen,30,"[30, 17]",2000,12953,[17]
power_projlen,30,"[30, 18]",2000,4523,[18]
power_projlen,30,"[30, 19]",1326,1326,[19]
power_projlen,30,"[30, 20]",597,597,[20]
power_projlen,30,"[30, 21]",2000,2506,[21]
power_projlen,30,"[30, 22]",1074,1074,[22]
power_projlen,30,"[30, 23]",140,140,[23]
power_projlen,30,"[30, 24]",129,129,[24]
power_projlen,30,"[30, 25]",300,300,[25]
power_projlen,30,"[30, 26]",142,142,[26]
power_projlen,30,"[30, 27]",62,62,[27]
power_projlen,30,"[30, 28]",73,73,[28]
power_projlen,30,"[30, 29]",2000,16759,[29]
power_projlen,30,"[30, 30]",2000,11348,[30]
power_projlen,30,"[30, 31]",70,70,[31]
power_projlen,30,"[30, 32]",310,310,[32]
power_projlen,30,"[30, 33]",186,186,[33]
power_projlen,30,"[30, 34]",221,221,[34]
power_projlen,30,"[30, 35]",45,45,[35]
power_projlen,30,"[30, 36]",5,5,[36]
power_projlen,30,"[30, 37]",2000,19729,[37]
power_projlen,30,"[30, 38]",2000,13088,[38]
power_projlen,30,"[30, 39]",95,95,[39]
power_projlen,30,"[30, 40]",398,398,[40]
power_projlen,30,"[30, 41]",255,255,[41]
power_projlen,30,"[30, 42]",244,244,[42]
power_projlen,30,"[30, 43]",14,14,[43]
power_projlen,30,"[30, 44]",13,13,[44]
power_projlen,30,"[30, 45]",92,92,[45]
power_projlen,30,"[30, 46]",18,18,[46]
power_projlen,30,"[30, 47]",2,2,[47]
power_projlen,30,"[30, 48]",15,15,[48]
power_projlen,30,"[30, 49]",18,18,[49]
power_projlen,30,"[30, 50]",19,19,[50]
power_projlen,30,"[30, 51]",6,6,[51]
power_projlen,30,"[30, 52]",4,4,[52]
power_projlen,30,"[30, 53]",3,3,[53]
power_projlen,30,"[30, 54]",3,3,[54]
power_projlen,30,"[30, 56]",3,3,[56]
power_projlen,30,"[30, 57]",2,2,[57]
power_projlen,30,"[30, 58]",3,3,[58]
power_projlen,30,"[30, 59]",4,4,[59]
power_projlen,30,"[30, 60]",13,13,[60]
power_projlen,30,"[30, 61]",8,8,[61]
power_projlen,30,"[30, 62]",15,15,[62]
power_projlen,30,"[30, 63]",10,10,[63]
power_projlen,30,"[30, 64]",10,10,[64]
power_projlen,30,"[30, 65]",15,15,[65]
power_projlen,30,"[30, 66]",6,6,[66]
power_projlen,30,"[30, 67]",10,10,[67]
power_projlen,30,"[30, 68]",11,11,[68]
power_projlen,30,"[30, 69]",6,6,[69]
power_projlen,30,"[30, 70]",7,7,[70]
power_projlen,30,"[30, 71]",2,2,[71]
power_projlen,30,"[30, 72]",9,9,[72]
power_projlen,30,"[30, 73]",8,8,[73]
power_projlen,30,"[30, 74]",2,2,[74]
power_projlen,30,"[30, 75]",9,9,[75]
power_projlen,30,"[30, 76]",13,13,[76]
power_projlen,30,"[30, 77]",6,6,[77]
power_projlen,30,"[30, 78]",12,12,[78]
power_projlen,30,"[30, 79]",5,5,[79]
power_projlen,30,"[30, 80]",7,7,[80]
power_projlen,30,"[30, 81]",2,2,[81]
power_projlen,30,"[30, 82]",7,7,[82]
power_projlen,30,"[30, 83]",10,10,[83]
power_projlen,30,"[30, 84]",17,17,[84]
power_projlen,30,"[30, 86]",16,16,[86]
power_projlen,30,"[30, 87]",6,6,[87]
power_projlen,30,"[30, 88]",86,86,[88]
power_projlen,30,"[30, 89]",2,2,[89]
power_projlen,30,"[30, 90]",96,96,[90]
power_projlen,30,"[30, 91]",8,8,[91]
power_projlen,30,"[30, 92]",117,117,[92]
power_projlen,30,"[30, 93]",16,16,[93]
power_projlen,30,"[30, 94]",165,165,[94]
power_projlen,30,"[30, 95]",54,54,[95]
power_projlen,30,"[30, 96]",99,99,[96]
power_projlen,30,"[30, 97]",81,81,[97]
power_projlen,30,"[30, 98]",109,109,[98]
power_projlen,30,"[30, 99]",139,139,[99]
power_projlen,30,"[30, 100]",50,50,[100]
power_projlen,30,"[30, 101]",215,215,[101]
power_projlen,30,"[30, 102]",81,81,[102]
power_projlen,30,"[30, 103]",243,243,[103]
power_projlen,30,"[30, 104]",168,168,[104]
power_projlen,30,"[30, 105]",356,356,[105]
power_projlen,30,"[30, 106]",310,310,[106]
power_projlen,30,"[30, 107]",609,609,[107]
