node_id,parent_id,action_from_parent,depth,visits,total_value,average_value,factor_ids,projlen
0,,,0,2000,16685.965209117163,8.342982604558582,[],0
1,0,13,1,103,765.1371256881046,7.428515783379656,[13],2
2,1,10,2,73,559.426078561907,7.663370939204206,"[13, 10]",4
3,2,2,3,34,266.39763862215176,7.835224665357405,"[13, 10, 2]",6
4,3,2,4,32,252.94430438476655,7.904509512023955,"[13, 10, 2, 2]",8
5,4,2,5,18,145.02586284309086,8.056992380171714,"[13, 10, 2, 2, 2]",10
6,5,16,6,16,131.56972069161534,8.223107543225959,"[13, 10, 2, 2, 2, 16]",12
7,6,2,7,15,124.72148095694656,8.31476539712977,"[13, 10, 2, 2, 2, 16, 2]",14
8,7,16,8,14,114.46920797494572,8.176371998210408,"[13, 10, 2, 2, 2, 16, 2, 16]",16
9,8,2,9,13,102.75914684814613,7.904549757549702,"[13, 10, 2, 2, 2, 16, 2, 16, 2]",18
10,9,2,10,12,94.45203572176361,7.871002976813634,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2]",20
11,10,2,11,11,87.11750552319026,7.919773229380933,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2]",22
12,11,13,12,10,80.63257967940478,8.063257967940478,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13]",24
13,12,11,13,9,70.39019387639166,7.821132652932407,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11]",27
14,13,16,14,8,62.569373213913735,7.821171651739217,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16]",28
15,14,3,15,7,55.23484301534039,7.890691859334341,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16, 3]",30
16,15,1,16,6,44.85959346031825,7.476598910053042,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16, 3, 1]",32
17,0,1,1,45,326.91222062411225,7.264716013869161,[1],2
18,1,18,2,5,31.56660112186862,6.313320224373724,"[13, 18]",5
19,17,4,2,28,208.54417536503453,7.448006263036947,"[1, 4]",5
20,19,2,3,15,107.71509306027914,7.18100620401861,"[1, 4, 2]",7
21,16,18,17,5,36.06619187003115,7.213238374006229,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16, 3, 1, 18]",35
22,2,12,3,26,199.63459639290778,7.67825370741953,"[13, 10, 12]",7
23,20,16,4,14,100.86685332561038,7.204775237543599,"[1, 4, 2, 16]",9
24,21,8,18,4,28.24537120755322,7.061342801888305,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16, 3, 1, 18, 8]",38
25,3,12,4,1,5.632513574907307,5.632513574907307,"[13, 10, 2, 12]",9
26,24,13,19,3,21.883421936789038,7.2944739789296795,"[13, 10, 2, 2, 2, 16, 2, 16, 2, 2, 2, 13, 11, 16, 3, 1, 18, 8, 13]",40
27,23,13,5,13,94.13878224987262,7.24144478845174,"[1, 4, 2, 16, 13]",11
28,4,13,5,13,101.0702018070069,7.7746309082313,"[13, 10, 2, 2, 13]",10
29,28,11,6,12,93.73567160843355,7.811305967369463,"[13, 10, 2, 2, 13, 11]",13
30,29,4,7,11,79.58708259756666,7.235189327051515,"[13, 10, 2, 2, 13, 11, 4]",16
31,30,3,8,10,72.25255239899332,7.225255239899331,"[13, 10, 2, 2, 13, 11, 4, 3]",19
32,31,18,9,9,67.10632928799059,7.456258809776732,"[13, 10, 2, 2, 13, 11, 4, 3, 18]",22
33,32,9,10,8,59.77179908941724,7.471474886177155,"[13, 10, 2, 2, 13, 11, 4, 3, 18, 9]",25
34,33,18,11,7,52.437268890843896,7.4910384129777,"[13, 10, 2, 2, 13, 11, 4, 3, 18, 9, 18]",28
35,34,6,12,6,42.18499590884304,7.03083265147384,"[13, 10, 2, 2, 13, 11, 4, 3, 18, 9, 18, 6]",30
