kernel_id,depth,projlen,support_width,typical_projlen,surprise,surprise_z,kernel_match,kernel_type
3,2,4,5,4.919921874999997,0.9199218749999973,0.9199218749999973,False,
3,3,7,8,7.3037109375000036,0.30371093750000355,0.30371093750000355,False,
3,4,8,9,9.718750000000016,1.718750000000016,1.6797930985143905,False,
3,5,11,12,12.133789062500009,1.1337890625000089,0.9773610197356338,False,
3,6,12,13,14.56640624999999,2.5664062499999893,2.0284982566610266,False,
3,7,14,15,16.96777343749998,2.9677734374999787,2.166332549480867,False,
3,8,15,16,19.373046874999993,4.373046874999993,3.0168493197954485,False,
3,9,16,17,21.783203124999986,5.783203124999986,3.695105989248842,False,
3,10,17,18,24.19042968749997,7.190429687499972,4.395280028332131,False,
3,11,19,20,26.592773437500007,7.592773437500007,4.383556581190739,False,
3,12,21,22,29.027343750000007,8.027343750000007,4.3552955152335855,False,
3,13,22,23,31.440429687500014,9.440429687500014,4.88130913341408,False,
3,14,22,23,33.83203125000006,11.832031250000057,5.879412421982838,False,
3,15,23,24,36.25781249999999,13.257812499999993,6.410237703763029,False,
3,16,22,23,38.66308593750008,16.663085937500078,7.855681489769753,False,
3,17,23,24,41.05078124999994,18.050781249999943,8.216492258678159,False,
3,18,23,24,43.45703125000002,20.45703125000002,9.117424994528024,False,
3,19,24,25,45.89746093749999,21.897460937499993,9.493863768064585,False,
3,20,24,25,48.301757812499936,24.301757812499936,10.211637119886065,False,
3,21,24,25,50.708007812499964,26.708007812499964,10.852613076872784,False,
3,22,25,26,53.12988281249994,28.129882812499943,11.25021517385331,False,
3,23,24,25,55.54101562499992,31.541015624999922,12.24429266385334,False,
3,24,25,26,57.927734375000014,32.927734375000014,12.485985462143336,False,
3,25,27,28,60.34765625000007,33.34765625000007,12.473205610567819,False,
3,26,28,29,62.732421875000036,34.732421875000036,12.730543736321911,False,
3,27,28,29,65.12402343749994,37.12402343749994,13.317717674544737,False,
3,28,28,29,67.51757812499999,39.517578124999986,13.992376362351711,False,
3,29,28,29,69.90624999999993,41.90624999999993,14.766561039851977,False,
3,30,29,30,72.30664062500004,43.30664062500004,15.154879574165363,False,
3,31,28,29,74.7177734375,46.7177734375,16.048133094421114,False,
3,32,29,30,77.12304687499999,48.123046874999986,16.267426880788594,False,
3,33,28,29,79.52832031250003,51.52832031250003,17.105487152793284,False,
3,34,27,28,81.91894531249999,54.918945312499986,17.993156057994987,False,
3,35,27,28,84.34472656249986,57.34472656249986,18.48863349268874,False,
3,36,28,29,86.77832031249999,58.778320312499986,18.814294631330622,False,
3,37,27,28,89.20117187499994,62.20117187499994,19.746558333487414,False,
3,38,28,29,91.60742187499994,63.60742187499994,19.820013466431632,False,
3,39,27,28,94.00683593749993,67.00683593749993,20.555267638416964,False,
3,40,27,28,96.39941406249989,69.39941406249989,21.025247737963348,False,
3,41,26,27,98.79101562499996,72.79101562499996,21.680879065935482,False,
3,42,24,25,101.18554687499999,77.18554687499999,22.516873629581593,False,
3,43,22,23,103.6181640625001,81.6181640625001,23.409356875438657,False,
3,44,20,21,106.0234374999999,86.0234374999999,24.150530445176685,False,
3,45,18,19,108.44433593750001,90.44433593750001,25.277617824457565,False,
3,46,16,17,110.84765624999996,94.84765624999996,26.202541291048075,False,
3,47,14,15,113.23632812500001,99.23632812500001,26.977170474023204,False,
3,48,12,13,115.6494140624999,103.6494140624999,27.945325310590952,False,
3,49,11,12,118.04589843749994,107.04589843749994,28.511005079364526,False,
3,50,8,9,120.45898437500001,112.45898437500001,29.668716245671227,False,
3,51,7,8,122.888671875,115.888671875,30.46281763357651,False,
3,52,4,5,125.29394531250003,121.29394531250003,31.50169577843704,False,
3,53,2,3,127.70800781250003,125.70800781250003,32.1812983191704,False,
3,54,0,1,130.1005859375003,130.1005859375003,32.94585569177725,True,delta
4,1,2,3,2.5312499999999996,0.5312499999999996,0.5312499999999996,False,
4,2,4,5,4.919921874999997,0.9199218749999973,0.9199218749999973,False,
4,3,6,7,7.3037109375000036,1.3037109375000036,1.3037109375000036,False,
4,4,8,9,9.718750000000016,1.718750000000016,1.6797930985143905,False,
4,5,10,11,12.133789062500009,2.133789062500009,1.8393917554886752,False,
4,6,12,13,14.56640624999999,2.5664062499999893,2.0284982566610266,False,
4,7,14,15,16.96777343749998,2.9677734374999787,2.166332549480867,False,
4,8,16,17,19.373046874999993,3.373046874999993,2.326975781726993,False,
4,9,17,18,21.783203124999986,4.783203124999986,3.0561683781392803,False,
4,10,18,19,24.19042968749997,6.190429687499972,3.7840119651768793,False,
4,11,17,18,26.592773437500007,9.592773437500007,5.538222031773198,False,
4,12,20,21,29.027343750000007,9.027343750000007,4.897853010075336,False,
4,13,21,22,31.440429687500014,10.440429687500014,5.398373429743448,False,
4,14,22,23,33.83203125000006,11.832031250000057,5.879412421982838,False,
4,15,22,23,36.25781249999999,14.257812499999993,6.893744142231896,False,
4,16,23,24,38.66308593750008,15.663085937500078,7.384239313978615,False,
4,17,22,23,41.05078124999994,19.050781249999943,8.671679884348276,False,
4,18,23,24,43.45703125000002,20.45703125000002,9.117424994528024,False,
4,19,23,24,45.89746093749999,22.897460937499993,9.927423795647789,False,
4,20,24,25,48.301757812499936,24.301757812499936,10.211637119886065,False,
4,21,24,25,50.708007812499964,26.708007812499964,10.852613076872784,False,
4,22,24,25,53.12988281249994,29.129882812499943,11.650153390760993,False,
4,23,25,26,55.54101562499992,30.541015624999922,11.856090431895144,False,
4,24,24,25,57.927734375000014,33.927734375000014,12.865179041633068,False,
4,25,26,27,60.34765625000007,34.34765625000007,12.847241060527448,False,
4,26,27,28,62.732421875000036,35.732421875000036,13.097075727155675,False,
4,27,28,29,65.12402343749994,37.12402343749994,13.317717674544737,False,
4,28,28,29,67.51757812499999,39.517578124999986,13.992376362351711,False,
4,29,28,29,69.90624999999993,41.90624999999993,14.766561039851977,False,
4,30,28,29,72.30664062500004,44.30664062500004,15.504823124518165,False,
4,31,29,30,74.7177734375,45.7177734375,15.70462072399767,False,
4,32,28,29,77.12304687499999,49.123046874999986,16.605465054536058,False,
4,33,29,30,79.52832031250003,50.52832031250003,16.773524320528328,False,
4,34,28,29,81.91894531249999,53.918945312499986,17.665524928962732,False,
4,35,27,28,84.34472656249986,57.34472656249986,18.48863349268874,False,
4,36,26,27,86.77832031249999,60.778320312499986,19.45447266062111,False,
4,37,27,28,89.20117187499994,62.20117187499994,19.746558333487414,False,
4,38,26,27,91.60742187499994,65.60742187499994,20.443211605333772,False,
4,39,27,28,94.00683593749993,67.00683593749993,20.555267638416964,False,
4,40,26,27,96.39941406249989,70.39941406249989,21.328207756026732,False,
4,41,26,27,98.79101562499996,72.79101562499996,21.680879065935482,False,
4,42,25,26,101.18554687499999,76.18554687499999,22.22514966646649,False,
4,43,24,25,103.6181640625001,79.6181640625001,22.835725818079595,False,
4,44,21,22,106.0234374999999,85.0234374999999,23.869786834516198,False,
4,45,20,21,108.44433593750001,88.44433593750001,24.71865263194567,False,
4,46,17,18,110.84765624999996,93.84765624999996,25.926282052527903,False,
4,47,15,16,113.23632812500001,98.23632812500001,26.705322744630777,False,
4,48,13,14,115.6494140624999,102.6494140624999,27.675711385964807,False,
4,49,12,13,118.04589843749994,106.04589843749994,28.24466133807666,False,
4,50,10,11,120.45898437500001,110.45898437500001,29.141080033934877,False,
4,51,8,9,122.888671875,114.888671875,30.199954860703986,False,
4,52,6,7,125.29394531250003,119.29394531250003,30.98226843691102,False,
4,53,4,5,127.70800781250003,123.70800781250003,31.669297550417937,False,
4,54,2,3,130.1005859375003,128.1005859375003,32.43938824654062,False,
4,55,0,1,132.47070312499986,132.47070312499986,33.064065792810595,True,identity
5,1,3,4,2.5312499999999996,-0.46875000000000044,-0.46875000000000044,False,
5,2,4,5,4.919921874999997,0.9199218749999973,0.9199218749999973,False,
5,3,6,7,7.3037109375000036,1.3037109375000036,1.3037109375000036,False,
5,4,8,9,9.718750000000016,1.718750000000016,1.6797930985143905,False,
5,5,10,11,12.133789062500009,2.133789062500009,1.8393917554886752,False,
5,6,12,13,14.56640624999999,2.5664062499999893,2.0284982566610266,False,
5,7,14,15,16.96777343749998,2.9677734374999787,2.166332549480867,False,
5,8,16,17,19.373046874999993,3.373046874999993,2.326975781726993,False,
5,9,17,18,21.783203124999986,4.783203124999986,3.0561683781392803,False,
5,10,17,18,24.19042968749997,7.190429687499972,4.395280028332131,False,
5,11,18,19,26.592773437500007,8.592773437500007,4.960889306481968,False,
5,12,19,20,29.027343750000007,10.027343750000007,5.440410504917086,False,
5,13,22,23,31.440429687500014,9.440429687500014,4.88130913341408,False,
5,14,23,24,33.83203125000006,10.832031250000057,5.382505990808325,False,
5,15,24,25,36.25781249999999,12.257812499999993,5.926731265294161,False,
5,16,24,25,38.66308593750008,14.663085937500078,6.912797138187477,False,
5,17,25,26,41.05078124999994,16.050781249999943,7.306117007337923,False,
5,18,24,25,43.45703125000002,19.45703125000002,8.671738380321576,False,
5,19,25,26,45.89746093749999,20.897460937499993,9.060303740481384,False,
5,20,24,25,48.301757812499936,24.301757812499936,10.211637119886065,False,
5,21,24,25,50.708007812499964,26.708007812499964,10.852613076872784,False,
5,22,24,25,53.12988281249994,29.129882812499943,11.650153390760993,False,
5,23,25,26,55.54101562499992,30.541015624999922,11.856090431895144,False,
5,24,24,25,57.927734375000014,33.927734375000014,12.865179041633068,False,
5,25,25,26,60.34765625000007,35.34765625000007,13.221276510487078,False,
5,26,24,25,62.732421875000036,38.732421875000036,14.196671699656964,False,
5,27,24,25,65.12402343749994,41.12402343749994,14.752661028350742,False,
5,28,24,25,67.51757812499999,43.517578124999986,15.408695582936712,False,
5,29,25,26,69.90624999999993,44.90624999999993,15.823675029282098,False,
5,30,24,25,72.30664062500004,48.30664062500004,16.90459732592937,False,
5,31,25,26,74.7177734375,49.7177734375,17.078670205691452,False,
5,32,24,25,77.12304687499999,53.123046874999986,17.957617749525916,False,
5,33,24,25,79.52832031250003,55.52832031250003,18.4333384818531,False,
5,34,24,25,81.91894531249999,57.918945312499986,18.97604944509175,False,
5,35,25,26,84.34472656249986,59.34472656249986,19.133457684937284,False,
5,36,24,25,86.77832031249999,62.778320312499986,20.094650689911596,False,
