source,source_key,source_index,garside_length,final_projlen,final_kernel_match,final_surprise_z,max_surprise_z,depth_of_max_surprise_z,depth_of_max_fraction,top5_mean_surprise_z,early_third_max_surprise_z,middle_third_max_surprise_z,late_third_max_surprise_z,last10_slope_surprise_z,first_depth_surprise_z_at_least_5,first_depth_surprise_z_at_least_10,kernel_id
../braidmod/data/geordie_kernel_gnf.json,,0,54,0,True,32.94585569177725,32.94585569177725,54,1.0,31.404649288300988,9.117424994528024,19.77456167526635,32.94585569177725,0.8830800515084031,11,20,0
../burau-experiments/braidmod/figure_data/search/kernel_hits_len60.json,kernel_hits,0,54,0,True,32.94585569177725,32.94585569177725,54,1.0,31.404649288300988,9.117424994528024,18.814294631330622,32.94585569177725,0.8520264297021869,14,20,1
../burau-experiments/braidmod/figure_data/search/kernel_hits_len60.json,kernel_hits,1,54,0,True,32.94585569177725,32.94585569177725,54,1.0,31.404649288300988,9.117424994528024,19.77456167526635,32.94585569177725,0.8830800515084031,11,20,2
../burau-experiments/braidmod/figure_data/search/kernel_hits_len60.json,kernel_hits,3,54,0,True,32.94585569177725,32.94585569177725,54,1.0,31.352076733726484,9.117424994528024,18.814294631330622,32.94585569177725,0.8520264297021869,14,20,3
../burau-experiments/braidmod/figure_data/search/kernel_hits_len60.json,kernel_hits,4,55,0,True,33.064065792810595,33.064065792810595,55,1.0,31.670994977476834,9.117424994528024,19.45447266062111,33.064065792810595,0.7930870822536326,11,20,4
../burau-experiments/braidmod/figure_data/search/kernel_hits_len60.json,kernel_hits,5,60,0,True,34.20587886888593,34.20587886888593,60,1.0,32.82820474751172,10.211637119886065,21.934127792153504,34.20587886888593,0.7371724152119086,12,20,5
