node_id,parent_id,action_from_parent,depth,visits,total_value,average_value,factor_ids,projlen
0,,,0,2000,14400.22676953774,7.20011338476887,[],0
1,0,11,1,18,105.75730839153414,5.875406021751896,[11],3
2,1,3,2,15,87.36279804378368,5.824186536252245,"[11, 3]",5
3,2,18,3,14,81.93467304444692,5.852476646031923,"[11, 3, 18]",8
4,3,6,4,13,74.35235699928242,5.7194120768678784,"[11, 3, 18, 6]",10
5,4,8,5,12,66.12313522609442,5.510261268841202,"[11, 3, 18, 6, 8]",12
6,5,3,6,11,60.226190611111974,5.475108237373816,"[11, 3, 18, 6, 8, 3]",15
7,6,1,7,10,55.264915074083746,5.526491507408375,"[11, 3, 18, 6, 8, 3, 1]",17
8,7,18,8,9,50.30363953705552,5.589293281895057,"[11, 3, 18, 6, 8, 3, 1, 18]",20
9,8,8,9,8,44.16592757490421,5.520740946863026,"[11, 3, 18, 6, 8, 3, 1, 18, 8]",22
10,9,3,10,7,37.305913571246315,5.329416224463759,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3]",25
11,10,18,11,6,32.81148749652662,5.468581249421103,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18]",28
12,11,6,12,5,27.61678722834412,5.5233574456688235,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18, 6]",30
13,12,8,13,4,21.95523749785308,5.48880937446327,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18, 6, 8]",32
14,13,12,14,3,16.060263036207772,5.353421012069258,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18, 6, 8, 12]",35
15,14,8,15,2,12.032686423796617,6.016343211898309,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18, 6, 8, 12, 8]",38
16,15,2,16,1,5.894974461645307,5.894974461645307,"[11, 3, 18, 6, 8, 3, 1, 18, 8, 3, 18, 6, 8, 12, 8, 2]",40
17,0,14,1,18,109.51423876335586,6.084124375741992,[14],3
18,17,14,2,15,87.00805797503122,5.800537198335415,"[14, 14]",6
19,18,17,3,14,80.38881131854218,5.742057951324441,"[14, 14, 17]",8
20,19,19,4,13,73.28802996771542,5.63754076674734,"[14, 14, 17, 19]",11
21,20,9,5,12,65.75908238799023,5.47992353233252,"[14, 14, 17, 19, 9]",14
22,21,1,6,11,61.03123158211627,5.548293780192388,"[14, 14, 17, 19, 9, 1]",16
23,22,18,7,10,56.30338077624231,5.630338077624231,"[14, 14, 17, 19, 9, 1, 18]",19
24,23,9,8,9,48.96183207824667,5.4402035642496305,"[14, 14, 17, 19, 9, 1, 18, 9]",22
25,24,4,9,8,44.700830734681254,5.587603841835157,"[14, 14, 17, 19, 9, 1, 18, 9, 4]",25
26,25,3,10,7,37.600049383854476,5.371435626264925,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3]",28
27,26,4,11,6,33.80589750259759,5.634316250432931,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4]",31
28,27,13,12,5,26.97722411633521,5.3954448232670424,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4, 13]",33
29,28,18,13,4,18.913373376832986,4.7283433442082465,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4, 13, 18]",36
30,29,9,14,3,15.586070957884637,5.195356985961546,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4, 13, 18, 9]",39
31,30,18,15,2,9.689126342902192,4.844563171451096,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4, 13, 18, 9, 18]",42
32,1,19,2,2,11.09898749917954,5.54949374958977,"[11, 19]",6
33,32,9,3,1,4.96127553702823,4.96127553702823,"[11, 19, 9]",9
34,31,9,16,1,6.828673386262383,6.828673386262383,"[14, 14, 17, 19, 9, 1, 18, 9, 4, 3, 4, 13, 18, 9, 18, 9]",45
35,17,17,2,2,14.442330048822402,7.221165024411201,"[14, 17]",5
36,35,13,3,1,6.619246656489039,6.619246656489039,"[14, 17, 13]",7
37,0,17,1,29,184.2901291728527,6.354832040443196,[17],2
38,37,19,2,15,93.14909498918502,6.209939665945668,"[17, 19]",5
39,38,4,3,14,87.0113830270337,6.215098787645265,"[17, 19, 4]",6
40,39,12,4,13,80.87367106488237,6.221051620375567,"[17, 19, 4, 12]",9
41,40,9,5,12,75.4455460655456,6.287128838795467,"[17, 19, 4, 12, 9]",12
42,41,1,6,11,68.34476471471883,6.213160428610803,"[17, 19, 4, 12, 9, 1]",14
43,42,1,7,10,61.7255180582298,6.17255180582298,"[17, 19, 4, 12, 9, 1, 1]",16
44,43,18,8,9,54.1432020130653,6.0159113347850335,"[17, 19, 4, 12, 9, 1, 1, 18]",19
45,44,9,9,8,49.18192647603707,6.147740809504634,"[17, 19, 4, 12, 9, 1, 1, 18, 9]",22
46,45,1,10,7,42.56267981954803,6.0803828313640045,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1]",24
47,46,1,11,6,35.943433163059,5.990572193843167,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1]",26
48,47,4,12,5,28.3611171178945,5.672223423578901,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1, 4]",28
49,48,12,13,4,20.77880107273,5.1947002681825,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1, 4, 12]",31
50,49,9,14,3,16.284374998010307,5.428124999336769,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1, 4, 12, 9]",34
51,50,4,15,2,11.089674729827808,5.544837364913904,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1, 4, 12, 9, 4]",36
52,51,13,16,1,5.894974461645307,5.894974461645307,"[17, 19, 4, 12, 9, 1, 1, 18, 9, 1, 1, 4, 12, 9, 4, 13]",38
