prime,word_index,kernel_length,prefix_length,precursor_projlen,precursor_identity_defect,power,power_projlen,power_identity_defect,source_class,sources,precursor_factor_ids,kernel_factor_ids
3,40,24,8,14,39,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,6 8 13 11 13 10 2 13,6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13
3,40,24,16,14,39,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13,6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13
3,41,24,2,5,11,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,7 4,7 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 3
3,42,24,2,5,11,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:73|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:57,7 4,7 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6
3,43,24,2,5,11,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,7 4,7 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 3
3,44,24,2,5,11,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:57|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:41,7 4,7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 12
3,44,24,3,7,10,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:57|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:41,7 4 16,7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 12
3,44,24,23,4,7,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:57|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:41,7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16,7 4 16 13 11 13 10 13 8 13 11 22 17 22 13 10 13 4 13 20 13 10 16 12
3,45,24,2,5,10,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,7 8,7 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 12
3,46,24,2,5,10,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,7 8,7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15
3,46,24,23,4,6,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20,7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15
3,47,24,2,5,10,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:92|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:76,7 8,7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,48,24,2,5,10,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:117|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:101,7 8,7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3
3,48,24,3,7,11,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:117|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:101,7 8 16,7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3
3,48,24,23,4,6,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:117|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:101,7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16,7 8 16 13 20 13 10 13 4 13 20 17 22 17 13 10 13 8 13 11 13 10 16 3
3,69,24,19,10,29,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16,8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13
3,70,24,8,14,37,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 11 13 10 13 6,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6
3,70,24,16,14,40,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6
3,70,24,22,5,10,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10,8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6
3,79,24,8,16,46,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 13 21 11 22 13 10 13,8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13
3,79,24,16,16,46,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13,8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13
3,90,24,8,16,49,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 1 4 13 20 13,10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13
3,90,24,16,16,55,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13,10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13 10 2 13 1 4 13 20 13
3,91,24,8,16,52,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 6 8 13 11 13,10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13
3,91,24,16,16,54,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13,10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13
3,96,24,8,16,59,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 1 4 2 13 20 13,10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13
3,96,24,16,16,48,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13,10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13 10 13 1 4 2 13 20 13
3,99,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 11 16 3 4 13 7 20 13
3,100,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13
3,101,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 1
3,102,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7
3,103,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 13
3,103,24,19,10,29,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8,10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 13
3,104,24,3,7,18,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:131|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:115|burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13 10 13
3,104,24,19,10,28,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:131|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:115|burau-experiments/src/kernel_db.json,10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4,10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13 10 13
3,105,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21
3,105,24,8,16,52,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 22 13 21,10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21
3,105,24,16,16,39,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21,10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21
3,106,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13
3,107,24,3,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13
3,107,24,8,16,55,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 21 20 17 13,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13
3,107,24,16,16,45,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13
3,107,24,22,5,9,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20,10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13
3,108,24,3,7,18,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:111|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:95|burau-experiments/src/kernel_db.json,10 13 4,10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21 21
3,109,24,8,16,55,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 6 8 2 13 11 13,10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13
3,109,24,16,16,44,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13,10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13
3,113,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7 11 13
3,114,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 20 13
3,115,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 6
3,116,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 13 21
3,117,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7
3,118,24,3,7,17,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:126|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:110|burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8 13 11 13 10 13
3,118,24,19,10,29,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:126|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:110|burau-experiments/src/kernel_db.json,10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8,10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8 13 11 13 10 13
3,119,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21
3,119,24,8,16,49,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 20 17 13 21,10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21
3,119,24,16,16,41,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21,10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21
3,120,24,3,7,17,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13
3,120,24,8,16,54,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 21 11 22 13,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13
3,120,24,16,16,48,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13
3,120,24,22,5,9,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11,10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13
3,121,24,3,7,17,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:119|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:103|burau-experiments/src/kernel_db.json,10 13 8,10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 21 21
3,131,24,5,10,29,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13 7 10 16 12
3,132,24,5,10,29,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:36|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:20,10 13 11 13 10,10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6 6
3,133,24,5,10,29,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:48|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:32|burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13
3,133,24,21,7,18,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:48|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:32|burau-experiments/src/kernel_db.json,10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4,10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13
3,134,24,5,10,29,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 10 13 18
3,135,24,5,10,29,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:81|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:65|burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 2 12
3,136,24,21,7,17,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:129|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:113|burau-experiments/src/kernel_db.json,10 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10,10 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13
3,138,24,5,10,28,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:49|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:33|burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13
3,138,24,21,7,17,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:49|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:33|burau-experiments/src/kernel_db.json,10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8,10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13
3,139,24,5,10,28,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:108|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:92,10 13 20 13 10,10 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1 1
3,140,24,5,10,28,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 10 13 9
3,141,24,5,10,28,3,1,0,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/all_paper_kernels.jsonl:118|braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl:102|burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13 10 2 2 3
3,142,24,21,7,18,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,10 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10,10 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13
3,165,24,1,4,6,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,11,11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13
3,166,24,1,4,6,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,11,11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21
3,167,24,1,4,6,3,1,0,kernel_db,burau-experiments/src/kernel_db.json,11,11 13 7 11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13
