node_id,parent_id,action_from_parent,depth,visits,total_value,average_value,factor_ids,projlen
0,,,0,2000,14325.873221532756,7.162936610766378,[],0
1,0,7,1,24,149.12538539295514,6.213557724706464,[7],2
2,1,4,2,15,91.0513996810244,6.070093312068294,"[7, 4]",4
3,2,12,3,14,83.49816248434428,5.964154463167448,"[7, 4, 12]",7
4,3,6,4,13,78.07497235598964,6.005767104306896,"[7, 4, 12, 6]",9
5,4,8,5,12,72.65178222763502,6.054315185636252,"[7, 4, 12, 6, 8]",12
6,5,16,6,11,66.51857640983857,6.047143309985325,"[7, 4, 12, 6, 8, 16]",14
7,6,12,7,10,59.43868300611966,5.943868300611966,"[7, 4, 12, 6, 8, 16, 12]",16
8,7,6,8,9,52.59546149888137,5.8439401665423745,"[7, 4, 12, 6, 8, 16, 12, 6]",18
9,8,6,9,8,45.51556809516247,5.689446011895309,"[7, 4, 12, 6, 8, 16, 12, 6, 6]",20
10,9,8,10,7,39.85570607032724,5.693672295761034,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8]",22
11,10,12,11,6,33.24915645956956,5.541526076594927,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12]",25
12,11,9,12,5,28.29931012417616,5.659862024835232,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12, 9]",28
13,12,18,13,4,20.98274482397665,5.245686205994162,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12, 9, 18]",31
14,13,9,14,3,16.506242281544473,5.502080760514825,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12, 9, 18, 9]",34
15,14,1,15,2,9.899692670786795,4.9498463353933975,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12, 9, 18, 9, 1]",36
16,15,1,16,1,5.423190128354621,5.423190128354621,"[7, 4, 12, 6, 8, 16, 12, 6, 6, 8, 12, 9, 18, 9, 1, 1]",38
17,0,21,1,190,1280.8064308942355,6.741086478390713,[21],2
18,17,7,2,88,609.5251718247376,6.926422407099292,"[21, 7]",4
19,18,1,3,22,150.65652854269365,6.848024024667893,"[21, 7, 1]",6
20,19,4,4,15,101.76622684595351,6.784415123063567,"[21, 7, 1, 4]",8
21,20,12,5,14,92.79295827038972,6.62806844788498,"[21, 7, 1, 4, 12]",11
22,21,8,6,13,87.36976814203508,6.720751395541161,"[21, 7, 1, 4, 12, 8]",14
23,22,13,7,12,79.09497292506984,6.59124774375582,"[21, 7, 1, 4, 12, 8, 13]",16
24,23,11,8,11,72.01507952135093,6.546825411031903,"[21, 7, 1, 4, 12, 8, 13, 11]",19
25,24,2,9,10,63.98849853170959,6.398849853170959,"[21, 7, 1, 4, 12, 8, 13, 11, 2]",20
26,25,3,10,9,55.47103845210938,6.163448716901042,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3]",23
27,26,1,11,8,50.52119211671598,6.3151490145894975,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1]",25
28,27,1,12,7,45.571345781322584,6.510192254474655,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1, 1]",27
29,28,18,13,6,40.62149944592919,6.770249907654865,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1, 1, 18]",30
30,29,9,14,5,33.06826224924907,6.6136524498498135,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1, 1, 18, 9]",33
31,30,4,15,4,28.591759706816894,7.147939926704224,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1, 1, 18, 9, 4]",36
32,31,12,16,3,21.748538199578597,7.249512733192866,"[21, 7, 1, 4, 12, 8, 13, 11, 2, 3, 1, 1, 18, 9, 4, 12]",38
33,17,9,2,52,354.16634117437945,6.810891176430374,"[21, 9]",5
34,33,4,3,37,260.2693293708988,7.03430619921348,"[21, 9, 4]",8
35,34,13,4,30,214.023482095595,7.1341160698531665,"[21, 9, 4, 13]",10
36,35,21,5,24,175.33087201697137,7.30545300070714,"[21, 9, 4, 13, 21]",12
37,0,8,1,95,629.2750454113732,6.623947846435507,[8],3
38,37,2,2,41,275.25621740623995,6.713566278200974,"[8, 2]",5
39,38,13,3,36,245.7620054688174,6.8267223741338166,"[8, 2, 13]",7
40,39,7,4,29,200.45130344859282,6.912113912020442,"[8, 2, 13, 7]",9
41,40,21,5,20,140.9923569517737,7.049617847588685,"[8, 2, 13, 7, 21]",11
42,41,7,6,18,127.04571377766455,7.0580952098702525,"[8, 2, 13, 7, 21, 7]",13
43,42,1,7,16,114.30595834911043,7.144122396819402,"[8, 2, 13, 7, 21, 7, 1]",15
44,43,1,8,15,98.87311459572788,6.5915409730485255,"[8, 2, 13, 7, 21, 7, 1, 1]",17
45,44,1,9,14,91.08320550256715,6.5059432501833685,"[8, 2, 13, 7, 21, 7, 1, 1, 1]",19
46,45,18,10,13,81.87326503052275,6.297943463886365,"[8, 2, 13, 7, 21, 7, 1, 1, 1, 18]",22
47,46,9,11,12,76.68674679864873,6.390562233220727,"[8, 2, 13, 7, 21, 7, 1, 1, 1, 18, 9]",25
