heuristic,length,bucket,count,seen,score
power_projlen,40,"[40, 1]",30,30,[1]
power_projlen,40,"[40, 7]",40,40,[7]
power_projlen,40,"[40, 13]",40,40,[13]
power_projlen,40,"[40, 15]",1,1,[15]
power_projlen,40,"[40, 17]",2,2,[17]
power_projlen,40,"[40, 19]",5,5,[19]
power_projlen,40,"[40, 21]",3,3,[21]
power_projlen,40,"[40, 23]",31,31,[23]
power_projlen,40,"[40, 25]",26,26,[25]
power_projlen,40,"[40, 26]",20,20,[26]
power_projlen,40,"[40, 27]",23,23,[27]
power_projlen,40,"[40, 28]",15,15,[28]
power_projlen,40,"[40, 29]",85,85,[29]
power_projlen,40,"[40, 30]",7,7,[30]
power_projlen,40,"[40, 31]",100,100,[31]
power_projlen,40,"[40, 32]",28,28,[32]
power_projlen,40,"[40, 33]",221,221,[33]
power_projlen,40,"[40, 34]",72,72,[34]
power_projlen,40,"[40, 35]",291,291,[35]
power_projlen,40,"[40, 36]",220,220,[36]
power_projlen,40,"[40, 37]",312,312,[37]
power_projlen,40,"[40, 38]",323,323,[38]
power_projlen,40,"[40, 39]",478,478,[39]
power_projlen,40,"[40, 40]",714,714,[40]
power_projlen,40,"[40, 41]",669,669,[41]
power_projlen,40,"[40, 42]",687,687,[42]
power_projlen,40,"[40, 43]",1414,1414,[43]
power_projlen,40,"[40, 44]",1862,1862,[44]
power_projlen,40,"[40, 45]",1505,1505,[45]
power_projlen,40,"[40, 46]",2000,2028,[46]
power_projlen,40,"[40, 47]",2000,2768,[47]
power_projlen,40,"[40, 48]",2000,2533,[48]
power_projlen,40,"[40, 49]",2000,3666,[49]
power_projlen,40,"[40, 50]",2000,4185,[50]
power_projlen,40,"[40, 51]",2000,7730,[51]
power_projlen,40,"[40, 52]",2000,4734,[52]
power_projlen,40,"[40, 53]",2000,2064,[53]
power_projlen,40,"[40, 54]",2000,3796,[54]
power_projlen,40,"[40, 55]",2000,10828,[55]
power_projlen,40,"[40, 56]",2000,13371,[56]
power_projlen,40,"[40, 57]",2000,3831,[57]
power_projlen,40,"[40, 58]",2000,6805,[58]
power_projlen,40,"[40, 59]",1033,1033,[59]
power_projlen,40,"[40, 60]",1187,1187,[60]
power_projlen,40,"[40, 61]",2000,14683,[61]
power_projlen,40,"[40, 62]",2000,10722,[62]
power_projlen,40,"[40, 63]",1859,1859,[63]
power_projlen,40,"[40, 64]",1622,1622,[64]
power_projlen,40,"[40, 65]",1005,1005,[65]
power_projlen,40,"[40, 66]",1062,1062,[66]
power_projlen,40,"[40, 67]",2000,7867,[67]
power_projlen,40,"[40, 68]",2000,2029,[68]
power_projlen,40,"[40, 69]",1137,1137,[69]
power_projlen,40,"[40, 70]",896,896,[70]
power_projlen,40,"[40, 71]",1087,1087,[71]
power_projlen,40,"[40, 72]",1887,1887,[72]
power_projlen,40,"[40, 73]",976,976,[73]
power_projlen,40,"[40, 74]",512,512,[74]
power_projlen,40,"[40, 75]",2000,2960,[75]
power_projlen,40,"[40, 76]",804,804,[76]
power_projlen,40,"[40, 77]",885,885,[77]
power_projlen,40,"[40, 78]",879,879,[78]
power_projlen,40,"[40, 79]",2000,4182,[79]
power_projlen,40,"[40, 80]",1544,1544,[80]
power_projlen,40,"[40, 81]",1652,1652,[81]
power_projlen,40,"[40, 82]",824,824,[82]
power_projlen,40,"[40, 83]",576,576,[83]
power_projlen,40,"[40, 84]",540,540,[84]
power_projlen,40,"[40, 85]",2000,2224,[85]
power_projlen,40,"[40, 86]",847,847,[86]
power_projlen,40,"[40, 87]",1154,1154,[87]
power_projlen,40,"[40, 88]",524,524,[88]
power_projlen,40,"[40, 89]",528,528,[89]
power_projlen,40,"[40, 90]",681,681,[90]
power_projlen,40,"[40, 91]",1773,1773,[91]
power_projlen,40,"[40, 92]",675,675,[92]
power_projlen,40,"[40, 93]",1334,1334,[93]
power_projlen,40,"[40, 94]",1272,1272,[94]
power_projlen,40,"[40, 95]",591,591,[95]
power_projlen,40,"[40, 96]",422,422,[96]
power_projlen,40,"[40, 97]",2000,2624,[97]
power_projlen,40,"[40, 98]",1925,1925,[98]
power_projlen,40,"[40, 99]",337,337,[99]
power_projlen,40,"[40, 100]",1176,1176,[100]
power_projlen,40,"[40, 101]",449,449,[101]
power_projlen,40,"[40, 102]",290,290,[102]
power_projlen,40,"[40, 103]",1718,1718,[103]
power_projlen,40,"[40, 104]",1087,1087,[104]
power_projlen,40,"[40, 105]",83,83,[105]
power_projlen,40,"[40, 106]",782,782,[106]
power_projlen,40,"[40, 107]",276,276,[107]
power_projlen,40,"[40, 108]",54,54,[108]
power_projlen,40,"[40, 109]",1416,1416,[109]
power_projlen,40,"[40, 110]",748,748,[110]
power_projlen,40,"[40, 111]",51,51,[111]
power_projlen,40,"[40, 112]",141,141,[112]
power_projlen,40,"[40, 113]",90,90,[113]
power_projlen,40,"[40, 114]",11,11,[114]
power_projlen,40,"[40, 115]",906,906,[115]
power_projlen,40,"[40, 116]",270,270,[116]
power_projlen,40,"[40, 117]",18,18,[117]
power_projlen,40,"[40, 118]",147,147,[118]
power_projlen,40,"[40, 119]",26,26,[119]
power_projlen,40,"[40, 120]",15,15,[120]
power_projlen,40,"[40, 121]",469,469,[121]
power_projlen,40,"[40, 122]",103,103,[122]
power_projlen,40,"[40, 123]",14,14,[123]
power_projlen,40,"[40, 124]",37,37,[124]
power_projlen,40,"[40, 125]",10,10,[125]
power_projlen,40,"[40, 126]",9,9,[126]
power_projlen,40,"[40, 127]",158,158,[127]
power_projlen,40,"[40, 128]",21,21,[128]
power_projlen,40,"[40, 129]",18,18,[129]
power_projlen,40,"[40, 130]",29,29,[130]
power_projlen,40,"[40, 131]",10,10,[131]
power_projlen,40,"[40, 132]",12,12,[132]
power_projlen,40,"[40, 133]",52,52,[133]
power_projlen,40,"[40, 134]",24,24,[134]
power_projlen,40,"[40, 135]",15,15,[135]
power_projlen,40,"[40, 136]",32,32,[136]
power_projlen,40,"[40, 137]",14,14,[137]
power_projlen,40,"[40, 138]",12,12,[138]
power_projlen,40,"[40, 139]",20,20,[139]
power_projlen,40,"[40, 140]",22,22,[140]
power_projlen,40,"[40, 141]",9,9,[141]
power_projlen,40,"[40, 142]",20,20,[142]
power_projlen,40,"[40, 143]",13,13,[143]
power_projlen,40,"[40, 144]",13,13,[144]
power_projlen,40,"[40, 145]",18,18,[145]
power_projlen,40,"[40, 146]",27,27,[146]
power_projlen,40,"[40, 147]",17,17,[147]
power_projlen,40,"[40, 148]",17,17,[148]
power_projlen,40,"[40, 149]",26,26,[149]
power_projlen,40,"[40, 150]",22,22,[150]
power_projlen,40,"[40, 151]",24,24,[151]
power_projlen,40,"[40, 152]",16,16,[152]
power_projlen,40,"[40, 153]",19,19,[153]
power_projlen,40,"[40, 154]",21,21,[154]
power_projlen,40,"[40, 155]",18,18,[155]
power_projlen,40,"[40, 156]",22,22,[156]
power_projlen,40,"[40, 157]",17,17,[157]
power_projlen,40,"[40, 158]",16,16,[158]
power_projlen,40,"[40, 159]",10,10,[159]
power_projlen,40,"[40, 160]",21,21,[160]
power_projlen,40,"[40, 161]",6,6,[161]
power_projlen,40,"[40, 162]",10,10,[162]
power_projlen,40,"[40, 163]",8,8,[163]
power_projlen,40,"[40, 164]",19,19,[164]
power_projlen,40,"[40, 165]",26,26,[165]
power_projlen,40,"[40, 166]",2,2,[166]
power_projlen,40,"[40, 167]",4,4,[167]
power_projlen,40,"[40, 168]",30,30,[168]
power_projlen,40,"[40, 169]",8,8,[169]
power_projlen,40,"[40, 170]",3,3,[170]
power_projlen,40,"[40, 171]",2,2,[171]
power_projlen,40,"[40, 172]",43,43,[172]
power_projlen,40,"[40, 173]",12,12,[173]
power_projlen,40,"[40, 174]",1,1,[174]
power_projlen,40,"[40, 175]",5,5,[175]
power_projlen,40,"[40, 176]",49,49,[176]
power_projlen,40,"[40, 177]",17,17,[177]
power_projlen,40,"[40, 178]",1,1,[178]
power_projlen,40,"[40, 179]",22,22,[179]
power_projlen,40,"[40, 180]",55,55,[180]
power_projlen,40,"[40, 181]",13,13,[181]
power_projlen,40,"[40, 182]",3,3,[182]
power_projlen,40,"[40, 183]",16,16,[183]
power_projlen,40,"[40, 184]",68,68,[184]
power_projlen,40,"[40, 185]",253,253,[185]
power_projlen,40,"[40, 186]",10,10,[186]
power_projlen,40,"[40, 187]",38,38,[187]
power_projlen,40,"[40, 188]",86,86,[188]
power_projlen,40,"[40, 189]",38,38,[189]
