parent_id,action,child_id
0,5,1
0,20,2
0,9,3
0,12,4
0,3,5
0,19,6
0,4,7
0,7,8
0,22,9
0,18,10
0,15,11
0,13,12
0,21,13
0,2,14
0,6,15
0,8,16
0,16,17
0,14,18
0,10,19
0,1,20
0,17,21
0,11,22
8,9,23
8,11,40
8,18,58
12,21,24
12,20,28
12,9,33
12,7,43
12,11,44
12,1,45
12,10,48
12,6,49
12,8,50
12,4,52
12,18,55
14,3,25
14,12,41
14,13,59
14,16,60
14,2,61
17,3,26
17,2,42
17,12,57
19,13,27
19,12,29
19,16,30
19,2,31
19,3,32
24,9,66
27,21,34
27,4,37
27,6,46
27,9,53
27,18,56
27,1,71
27,8,77
27,10,89
27,7,90
27,11,91
27,20,92
30,16,35
30,2,47
30,12,67
30,13,81
30,3,82
31,13,36
31,16,38
31,12,39
31,2,51
31,3,54
34,18,93
36,10,68
36,6,69
36,7,70
36,1,73
36,8,75
36,18,79
43,4,72
43,9,80
48,3,76
59,10,62
59,21,63
59,1,64
59,7,65
59,11,74
59,8,78
81,4,83
81,11,84
81,10,85
81,21,86
81,6,87
81,18,88
89,3,94
89,16,96
89,2,97
89,13,98
89,12,99
90,4,95
96,2,100
