heuristic,length,bucket,count,seen,score
power_projlen,40,"[40, 1]",30,30,[1]
power_projlen,40,"[40, 7]",50,50,[7]
power_projlen,40,"[40, 9]",1,1,[9]
power_projlen,40,"[40, 13]",39,39,[13]
power_projlen,40,"[40, 17]",2,2,[17]
power_projlen,40,"[40, 18]",1,1,[18]
power_projlen,40,"[40, 19]",6,6,[19]
power_projlen,40,"[40, 21]",3,3,[21]
power_projlen,40,"[40, 23]",22,22,[23]
power_projlen,40,"[40, 25]",33,33,[25]
power_projlen,40,"[40, 26]",15,15,[26]
power_projlen,40,"[40, 27]",23,23,[27]
power_projlen,40,"[40, 28]",17,17,[28]
power_projlen,40,"[40, 29]",100,100,[29]
power_projlen,40,"[40, 30]",10,10,[30]
power_projlen,40,"[40, 31]",108,108,[31]
power_projlen,40,"[40, 32]",31,31,[32]
power_projlen,40,"[40, 33]",215,215,[33]
power_projlen,40,"[40, 34]",71,71,[34]
power_projlen,40,"[40, 35]",270,270,[35]
power_projlen,40,"[40, 36]",219,219,[36]
power_projlen,40,"[40, 37]",286,286,[37]
power_projlen,40,"[40, 38]",319,319,[38]
power_projlen,40,"[40, 39]",476,476,[39]
power_projlen,40,"[40, 40]",699,699,[40]
power_projlen,40,"[40, 41]",685,685,[41]
power_projlen,40,"[40, 42]",713,713,[42]
power_projlen,40,"[40, 43]",1450,1450,[43]
power_projlen,40,"[40, 44]",1905,1905,[44]
power_projlen,40,"[40, 45]",1413,1413,[45]
power_projlen,40,"[40, 46]",2000,2030,[46]
power_projlen,40,"[40, 47]",2000,2747,[47]
power_projlen,40,"[40, 48]",2000,2620,[48]
power_projlen,40,"[40, 49]",2000,3633,[49]
power_projlen,40,"[40, 50]",2000,4071,[50]
power_projlen,40,"[40, 51]",2000,7856,[51]
power_projlen,40,"[40, 52]",2000,4825,[52]
power_projlen,40,"[40, 53]",2000,2077,[53]
power_projlen,40,"[40, 54]",2000,3970,[54]
power_projlen,40,"[40, 55]",2000,11254,[55]
power_projlen,40,"[40, 56]",2000,13874,[56]
power_projlen,40,"[40, 57]",2000,3926,[57]
power_projlen,40,"[40, 58]",2000,7090,[58]
power_projlen,40,"[40, 59]",1051,1051,[59]
power_projlen,40,"[40, 60]",1355,1355,[60]
power_projlen,40,"[40, 61]",2000,15882,[61]
power_projlen,40,"[40, 62]",2000,11168,[62]
power_projlen,40,"[40, 63]",1627,1627,[63]
power_projlen,40,"[40, 64]",1605,1605,[64]
power_projlen,40,"[40, 65]",1439,1439,[65]
power_projlen,40,"[40, 66]",1528,1528,[66]
power_projlen,40,"[40, 67]",2000,7978,[67]
power_projlen,40,"[40, 68]",1751,1751,[68]
power_projlen,40,"[40, 69]",853,853,[69]
power_projlen,40,"[40, 70]",1070,1070,[70]
power_projlen,40,"[40, 71]",1347,1347,[71]
power_projlen,40,"[40, 72]",2000,2070,[72]
power_projlen,40,"[40, 73]",866,866,[73]
power_projlen,40,"[40, 74]",426,426,[74]
power_projlen,40,"[40, 75]",2000,2801,[75]
power_projlen,40,"[40, 76]",801,801,[76]
power_projlen,40,"[40, 77]",850,850,[77]
power_projlen,40,"[40, 78]",1004,1004,[78]
power_projlen,40,"[40, 79]",2000,4236,[79]
power_projlen,40,"[40, 80]",1286,1286,[80]
power_projlen,40,"[40, 81]",1725,1725,[81]
power_projlen,40,"[40, 82]",880,880,[82]
power_projlen,40,"[40, 83]",584,584,[83]
power_projlen,40,"[40, 84]",532,532,[84]
power_projlen,40,"[40, 85]",2000,2378,[85]
power_projlen,40,"[40, 86]",868,868,[86]
power_projlen,40,"[40, 87]",1283,1283,[87]
power_projlen,40,"[40, 88]",531,531,[88]
power_projlen,40,"[40, 89]",554,554,[89]
power_projlen,40,"[40, 90]",718,718,[90]
power_projlen,40,"[40, 91]",1969,1969,[91]
power_projlen,40,"[40, 92]",695,695,[92]
power_projlen,40,"[40, 93]",1498,1498,[93]
power_projlen,40,"[40, 94]",952,952,[94]
power_projlen,40,"[40, 95]",940,940,[95]
power_projlen,40,"[40, 96]",471,471,[96]
power_projlen,40,"[40, 97]",2000,2920,[97]
power_projlen,40,"[40, 98]",1557,1557,[98]
power_projlen,40,"[40, 99]",336,336,[99]
power_projlen,40,"[40, 100]",597,597,[100]
power_projlen,40,"[40, 101]",646,646,[101]
power_projlen,40,"[40, 102]",206,206,[102]
power_projlen,40,"[40, 103]",2000,2499,[103]
power_projlen,40,"[40, 104]",874,874,[104]
power_projlen,40,"[40, 105]",88,88,[105]
power_projlen,40,"[40, 106]",204,204,[106]
power_projlen,40,"[40, 107]",326,326,[107]
power_projlen,40,"[40, 108]",34,34,[108]
power_projlen,40,"[40, 109]",2000,2099,[109]
power_projlen,40,"[40, 110]",575,575,[110]
power_projlen,40,"[40, 111]",45,45,[111]
power_projlen,40,"[40, 112]",214,214,[112]
power_projlen,40,"[40, 113]",84,84,[113]
power_projlen,40,"[40, 114]",12,12,[114]
power_projlen,40,"[40, 115]",1134,1134,[115]
power_projlen,40,"[40, 116]",192,192,[116]
power_projlen,40,"[40, 117]",20,20,[117]
power_projlen,40,"[40, 118]",116,116,[118]
power_projlen,40,"[40, 119]",7,7,[119]
power_projlen,40,"[40, 120]",13,13,[120]
power_projlen,40,"[40, 121]",451,451,[121]
power_projlen,40,"[40, 122]",98,98,[122]
power_projlen,40,"[40, 123]",14,14,[123]
power_projlen,40,"[40, 124]",39,39,[124]
power_projlen,40,"[40, 125]",10,10,[125]
power_projlen,40,"[40, 126]",9,9,[126]
power_projlen,40,"[40, 127]",112,112,[127]
power_projlen,40,"[40, 128]",24,24,[128]
power_projlen,40,"[40, 129]",19,19,[129]
power_projlen,40,"[40, 130]",29,29,[130]
power_projlen,40,"[40, 131]",10,10,[131]
power_projlen,40,"[40, 132]",11,11,[132]
power_projlen,40,"[40, 133]",34,34,[133]
power_projlen,40,"[40, 134]",23,23,[134]
power_projlen,40,"[40, 135]",20,20,[135]
power_projlen,40,"[40, 136]",32,32,[136]
power_projlen,40,"[40, 137]",16,16,[137]
power_projlen,40,"[40, 138]",12,12,[138]
power_projlen,40,"[40, 139]",26,26,[139]
power_projlen,40,"[40, 140]",23,23,[140]
power_projlen,40,"[40, 141]",10,10,[141]
power_projlen,40,"[40, 142]",16,16,[142]
power_projlen,40,"[40, 143]",13,13,[143]
power_projlen,40,"[40, 144]",14,14,[144]
power_projlen,40,"[40, 145]",19,19,[145]
power_projlen,40,"[40, 146]",24,24,[146]
power_projlen,40,"[40, 147]",17,17,[147]
power_projlen,40,"[40, 148]",19,19,[148]
power_projlen,40,"[40, 149]",27,27,[149]
power_projlen,40,"[40, 150]",11,11,[150]
power_projlen,40,"[40, 151]",31,31,[151]
power_projlen,40,"[40, 152]",15,15,[152]
power_projlen,40,"[40, 153]",15,15,[153]
power_projlen,40,"[40, 154]",18,18,[154]
power_projlen,40,"[40, 155]",16,16,[155]
power_projlen,40,"[40, 156]",19,19,[156]
power_projlen,40,"[40, 157]",15,15,[157]
power_projlen,40,"[40, 158]",15,15,[158]
power_projlen,40,"[40, 159]",8,8,[159]
power_projlen,40,"[40, 160]",20,20,[160]
power_projlen,40,"[40, 161]",6,6,[161]
power_projlen,40,"[40, 162]",10,10,[162]
power_projlen,40,"[40, 163]",7,7,[163]
power_projlen,40,"[40, 164]",12,12,[164]
power_projlen,40,"[40, 165]",24,24,[165]
power_projlen,40,"[40, 166]",2,2,[166]
power_projlen,40,"[40, 167]",2,2,[167]
power_projlen,40,"[40, 168]",29,29,[168]
power_projlen,40,"[40, 169]",7,7,[169]
power_projlen,40,"[40, 170]",2,2,[170]
power_projlen,40,"[40, 171]",2,2,[171]
power_projlen,40,"[40, 172]",37,37,[172]
power_projlen,40,"[40, 173]",12,12,[173]
power_projlen,40,"[40, 174]",1,1,[174]
power_projlen,40,"[40, 175]",5,5,[175]
power_projlen,40,"[40, 176]",46,46,[176]
power_projlen,40,"[40, 177]",16,16,[177]
power_projlen,40,"[40, 178]",1,1,[178]
power_projlen,40,"[40, 179]",22,22,[179]
power_projlen,40,"[40, 180]",50,50,[180]
power_projlen,40,"[40, 181]",12,12,[181]
power_projlen,40,"[40, 182]",4,4,[182]
power_projlen,40,"[40, 183]",13,13,[183]
power_projlen,40,"[40, 184]",65,65,[184]
power_projlen,40,"[40, 185]",205,205,[185]
power_projlen,40,"[40, 186]",15,15,[186]
power_projlen,40,"[40, 187]",30,30,[187]
power_projlen,40,"[40, 188]",83,83,[188]
power_projlen,40,"[40, 189]",33,33,[189]
power_projlen,40,"[40, 190]",35,35,[190]
power_projlen,40,"[40, 191]",253,253,[191]
power_projlen,40,"[40, 192]",113,113,[192]
power_projlen,40,"[40, 193]",76,76,[193]
power_projlen,40,"[40, 194]",137,137,[194]
power_projlen,40,"[40, 195]",122,122,[195]
power_projlen,40,"[40, 196]",161,161,[196]
power_projlen,40,"[40, 197]",807,807,[197]
power_projlen,40,"[40, 198]",290,290,[198]
