control_id,depth,projlen,surprise,surprise_z
49,41,93,5.681640625000043,1.6316497444476377
49,42,96,5.088867187499886,1.4403962032765394
49,43,99,4.512695312499957,1.266793385123964
49,44,101,4.924804687499787,1.3684591480532138
49,45,103,5.329101562500043,1.4535802040611636
49,46,105,5.7333984375000995,1.5520433381470844
49,47,108,5.145507812500071,1.3842459026241236
49,48,110,5.556640625000057,1.4793676279149384
49,49,113,4.9560546874999005,1.3072859584848424
49,50,116,4.333984374999986,1.1325893643413218
49,51,119,3.7373046874999716,0.9714681814432277
49,52,121,4.120117187499957,1.0622454824168566
49,53,123,4.495117187499929,1.1450340730060304
49,54,126,3.908203125,0.9838858924502794
50,1,2,0.5253906250000075,0.5253906250000075
50,2,4,0.9218750000000018,0.9218750000000018
50,3,6,1.3007812500000053,1.3007812500000053
50,4,8,1.6914062499999964,1.621954951694799
50,5,11,1.093749999999993,0.9373036854758013
50,6,14,0.4960937500000071,0.3799533497494474
50,7,17,-0.09765625,-0.07040434363293187
50,8,19,0.3212890625000071,0.21552902981474098
50,9,21,0.7353515624999751,0.45938425580952996
50,10,23,1.1298828125000213,0.6774460421732492
50,11,25,1.5585937499999858,0.8987592856281393
50,12,27,1.9365234374999858,1.059920351096501
50,13,29,2.342773437499975,1.2235246522473988
50,14,31,2.758789062500007,1.3727978532305567
50,15,33,3.1699218749999716,1.5153756434142835
50,16,36,2.562499999999993,1.1995994755882526
50,17,38,2.965820312500007,1.34477935219183
50,18,40,3.3623046874999787,1.4782264324701364
50,19,43,2.7724609375000497,1.1778472382852585
50,20,45,3.1787109375,1.3120724295847022
50,21,47,3.5791015625000213,1.4429873370352324
50,22,50,2.9570312499999716,1.1639983739068531
50,23,53,2.342773437500007,0.9002075515017308
50,24,55,2.7207031249999716,1.0256741214142908
50,25,57,3.1396484374999645,1.1638194299357065
50,26,60,2.5585937499999503,0.9251481564106863
50,27,62,2.9794921875000853,1.0615760071099092
50,28,65,2.371093750000071,0.8366239867851647
50,29,67,2.7568359374998863,0.9586320653031594
50,30,69,3.161132812499929,1.0702635316378826
50,31,72,2.553710937499986,0.8416900822164103
50,32,75,1.9843749999999858,0.6433117295208319
50,33,77,2.396484375000014,0.766537737645723
50,34,79,2.8144531249999005,0.8841187598134682
50,35,81,3.200195312500128,0.9976620323481992
50,36,84,2.635742187500014,0.8165444436353448
50,37,86,3.0556640625000284,0.9298330698930826
50,38,89,2.471679687499929,0.7399266129445133
50,39,91,2.865234375000071,0.8477662723920111
50,40,93,3.262695312499986,0.9528537540306214
50,41,95,3.6816406250000426,1.0572910856939874
50,42,97,4.088867187499886,1.157347707372642
50,43,100,3.5126953124999574,0.9860756992622562
50,44,102,3.924804687499787,1.0905884029398782
50,45,104,4.329101562500043,1.1808174903066062
50,46,107,3.7333984375000995,1.0106390192022412
50,47,109,4.145507812500071,1.1152256323096268
50,48,112,3.556640625000057,0.9468992795898482
50,49,115,2.9560546874999005,0.7797348958292737
50,50,117,3.333984374999986,0.8712618499011422
50,51,119,3.7373046874999716,0.9714681814432277
50,52,122,3.1201171874999574,0.8044262423137818
50,53,125,2.495117187499929,0.6355772445210451
50,54,128,1.908203125,0.4803880644297466
51,1,3,-0.47460937499999245,-0.47460937499999245
51,2,6,-1.0781249999999982,-1.0781249999999982
51,3,9,-1.6992187499999947,-1.6992187499999947
51,4,12,-2.3085937500000036,-2.213799945615773
51,5,15,-2.906250000000007,-2.490549792835723
51,6,18,-3.503906249999993,-2.6836075175216436
51,7,20,-3.09765625,-2.233225780036599
51,8,22,-2.678710937499993,-1.79694871970158
51,9,25,-3.264648437500025,-2.0394708727374797
51,10,28,-3.8701171874999787,-2.3204137123012285
51,11,30,-3.441406250000014,-1.9844785229032613
51,12,33,-4.063476562500014,-2.2240688759014566
51,13,36,-4.657226562500025,-2.432258885605643
51,14,39,-5.241210937499993,-2.6080729480666793
51,15,41,-4.830078125000028,-2.3090104535819957
51,16,43,-4.437500000000007,-2.077355189433325
51,17,46,-5.034179687499993,-2.2826267897757186
51,18,48,-4.637695312500021,-2.0389478152195046
51,19,50,-4.22753906249995,-1.7960199698967005
51,20,52,-3.8212890625,-1.5773085766405344
51,21,54,-3.4208984374999787,-1.3792045406915028
51,22,56,-3.0429687500000284,-1.1978265961340235
51,23,58,-2.657226562499993,-1.021035743074696
51,24,60,-2.2792968750000284,-0.8592689875739445
51,25,63,-2.8603515625000355,-1.0602883702276098
51,26,64,-1.4414062500000497,-0.5211903354436056
51,27,67,-2.0205078124999147,-0.7198953650312181
51,28,70,-2.628906249999929,-0.9275913395492318
51,29,72,-2.2431640625001137,-0.780013409139766
51,30,75,-2.838867187500071,-0.9611541817953267
51,31,77,-2.446289062500014,-0.8062843808612358
51,32,80,-3.015625000000014,-0.9776312110041105
51,33,82,-2.603515624999986,-0.8327586016966073
51,34,84,-2.1855468750000995,-0.686557177120993
51,35,86,-1.799804687499872,-0.5610897545369322
51,36,88,-1.3642578124999858,-0.42264267793944377
51,37,91,-1.9443359374999716,-0.5916579233483806
51,38,93,-1.528320312500071,-0.45752080176145815
51,39,95,-1.134765624999929,-0.33575474046333703
51,40,98,-1.7373046875000142,-0.5073710950076314
51,41,101,-2.3183593749999574,-0.6657848905669631
51,42,104,-2.9111328125001137,-0.8239917639546397
51,43,106,-2.4873046875000426,-0.6982304159079901
51,44,109,-3.075195312500213,-0.8545068128534712
51,45,112,-3.6708984374999574,-1.0012842197298528
51,46,115,-4.2666015624999005,-1.154978256577131
51,47,118,-4.854492187499929,-1.305956800520843
51,48,120,-4.443359374999943,-1.182974113710512
51,49,122,-4.0439453125000995,-1.0666938234652166
51,50,125,-4.666015625000014,-1.2193582656202953
51,51,127,-4.262695312500028,-1.1080372646981316
51,52,130,-4.879882812500043,-1.2581276785108162
51,53,132,-4.504882812500071,-1.1475216551764034
51,54,134,-4.091796875,-1.0301054196318515
52,1,3,-0.47460937499999245,-0.47460937499999245
52,2,6,-1.0781249999999982,-1.0781249999999982
52,3,7,0.30078125000000533,0.30078125000000533
52,4,9,0.6914062499999964,0.663016227367156
52,5,11,1.093749999999993,0.9373036854758013
52,6,13,1.496093750000007,1.1458435665672202
52,7,15,1.90234375,1.371476613969513
52,8,17,2.321289062500007,1.5571808628256216
52,9,19,2.735351562499975,1.708811820083035
