heuristic,length,bucket,count,seen,score
power_projlen,30,"[30, 1]",2000,6874,[1]
power_projlen,30,"[30, 3]",509,509,[3]
power_projlen,30,"[30, 4]",383,383,[4]
power_projlen,30,"[30, 5]",2000,13669,[5]
power_projlen,30,"[30, 6]",931,931,[6]
power_projlen,30,"[30, 7]",2000,21405,[7]
power_projlen,30,"[30, 8]",1921,1921,[8]
power_projlen,30,"[30, 9]",2000,26559,[9]
power_projlen,30,"[30, 10]",2000,5742,[10]
power_projlen,30,"[30, 11]",2000,22866,[11]
power_projlen,30,"[30, 12]",2000,4822,[12]
power_projlen,30,"[30, 13]",2000,25252,[13]
power_projlen,30,"[30, 14]",2000,10071,[14]
power_projlen,30,"[30, 15]",2000,9793,[15]
power_projlen,30,"[30, 16]",2000,2120,[16]
power_projlen,30,"[30, 17]",2000,12904,[17]
power_projlen,30,"[30, 18]",2000,4215,[18]
power_projlen,30,"[30, 19]",1234,1234,[19]
power_projlen,30,"[30, 20]",566,566,[20]
power_projlen,30,"[30, 21]",2000,2520,[21]
power_projlen,30,"[30, 22]",1161,1161,[22]
power_projlen,30,"[30, 23]",150,150,[23]
power_projlen,30,"[30, 24]",116,116,[24]
power_projlen,30,"[30, 25]",263,263,[25]
power_projlen,30,"[30, 26]",162,162,[26]
power_projlen,30,"[30, 27]",42,42,[27]
power_projlen,30,"[30, 28]",60,60,[28]
power_projlen,30,"[30, 29]",2000,16707,[29]
power_projlen,30,"[30, 30]",2000,11292,[30]
power_projlen,30,"[30, 31]",45,45,[31]
power_projlen,30,"[30, 32]",313,313,[32]
power_projlen,30,"[30, 33]",177,177,[33]
power_projlen,30,"[30, 34]",208,208,[34]
power_projlen,30,"[30, 35]",56,56,[35]
power_projlen,30,"[30, 36]",4,4,[36]
power_projlen,30,"[30, 37]",2000,18525,[37]
power_projlen,30,"[30, 38]",2000,12521,[38]
power_projlen,30,"[30, 39]",89,89,[39]
power_projlen,30,"[30, 40]",348,348,[40]
power_projlen,30,"[30, 41]",255,255,[41]
power_projlen,30,"[30, 42]",222,222,[42]
power_projlen,30,"[30, 43]",5,5,[43]
power_projlen,30,"[30, 44]",16,16,[44]
power_projlen,30,"[30, 45]",76,76,[45]
power_projlen,30,"[30, 46]",16,16,[46]
power_projlen,30,"[30, 47]",6,6,[47]
power_projlen,30,"[30, 48]",24,24,[48]
power_projlen,30,"[30, 49]",22,22,[49]
power_projlen,30,"[30, 50]",29,29,[50]
power_projlen,30,"[30, 51]",4,4,[51]
power_projlen,30,"[30, 52]",7,7,[52]
power_projlen,30,"[30, 53]",2,2,[53]
power_projlen,30,"[30, 54]",8,8,[54]
power_projlen,30,"[30, 55]",1,1,[55]
power_projlen,30,"[30, 56]",4,4,[56]
power_projlen,30,"[30, 57]",2,2,[57]
power_projlen,30,"[30, 58]",4,4,[58]
power_projlen,30,"[30, 59]",4,4,[59]
power_projlen,30,"[30, 60]",12,12,[60]
power_projlen,30,"[30, 61]",6,6,[61]
power_projlen,30,"[30, 62]",12,12,[62]
power_projlen,30,"[30, 63]",10,10,[63]
power_projlen,30,"[30, 64]",10,10,[64]
power_projlen,30,"[30, 65]",14,14,[65]
power_projlen,30,"[30, 66]",6,6,[66]
power_projlen,30,"[30, 67]",10,10,[67]
power_projlen,30,"[30, 68]",11,11,[68]
power_projlen,30,"[30, 69]",5,5,[69]
power_projlen,30,"[30, 70]",7,7,[70]
power_projlen,30,"[30, 71]",2,2,[71]
power_projlen,30,"[30, 72]",11,11,[72]
power_projlen,30,"[30, 73]",9,9,[73]
power_projlen,30,"[30, 74]",2,2,[74]
