heuristic,length,bucket,count,seen,score
two_level,30,"[30, 111, 64]",1,1,"[111, 64]"
two_level,30,"[30, 111, 68]",27,27,"[111, 68]"
two_level,30,"[30, 111, 72]",1575,1575,"[111, 72]"
two_level,30,"[30, 111, 76]",8,8,"[111, 76]"
two_level,30,"[30, 112, 64]",3,3,"[112, 64]"
two_level,30,"[30, 112, 68]",2,2,"[112, 68]"
two_level,30,"[30, 112, 72]",1198,1198,"[112, 72]"
two_level,30,"[30, 112, 76]",53,53,"[112, 76]"
two_level,30,"[30, 113, 64]",2,2,"[113, 64]"
two_level,30,"[30, 113, 68]",14,14,"[113, 68]"
two_level,30,"[30, 113, 72]",1252,1252,"[113, 72]"
two_level,30,"[30, 113, 76]",6,6,"[113, 76]"
two_level,30,"[30, 114, 60]",2,2,"[114, 60]"
two_level,30,"[30, 114, 68]",8,8,"[114, 68]"
two_level,30,"[30, 114, 72]",474,474,"[114, 72]"
two_level,30,"[30, 114, 76]",25,25,"[114, 76]"
two_level,30,"[30, 115, 60]",2,2,"[115, 60]"
two_level,30,"[30, 115, 64]",1,1,"[115, 64]"
two_level,30,"[30, 115, 68]",3,3,"[115, 68]"
two_level,30,"[30, 115, 72]",257,257,"[115, 72]"
two_level,30,"[30, 116, 60]",2,2,"[116, 60]"
two_level,30,"[30, 116, 64]",7,7,"[116, 64]"
two_level,30,"[30, 116, 72]",386,386,"[116, 72]"
two_level,30,"[30, 116, 76]",6,6,"[116, 76]"
two_level,30,"[30, 117, 60]",2,2,"[117, 60]"
two_level,30,"[30, 117, 64]",3,3,"[117, 64]"
two_level,30,"[30, 117, 68]",3,3,"[117, 68]"
two_level,30,"[30, 117, 72]",2000,4256,"[117, 72]"
two_level,30,"[30, 117, 76]",23,23,"[117, 76]"
two_level,30,"[30, 118, 64]",9,9,"[118, 64]"
two_level,30,"[30, 118, 68]",6,6,"[118, 68]"
two_level,30,"[30, 118, 72]",354,354,"[118, 72]"
two_level,30,"[30, 118, 76]",316,316,"[118, 76]"
two_level,30,"[30, 119, 60]",6,6,"[119, 60]"
two_level,30,"[30, 119, 64]",4,4,"[119, 64]"
two_level,30,"[30, 119, 72]",45,45,"[119, 72]"
two_level,30,"[30, 119, 76]",37,37,"[119, 76]"
two_level,30,"[30, 120, 60]",15,15,"[120, 60]"
two_level,30,"[30, 120, 64]",8,8,"[120, 64]"
two_level,30,"[30, 120, 76]",7,7,"[120, 76]"
two_level,30,"[30, 121, 60]",4,4,"[121, 60]"
two_level,30,"[30, 121, 68]",6,6,"[121, 68]"
two_level,30,"[30, 121, 76]",39,39,"[121, 76]"
two_level,30,"[30, 122, 60]",13,13,"[122, 60]"
two_level,30,"[30, 122, 64]",10,10,"[122, 64]"
two_level,30,"[30, 122, 76]",46,46,"[122, 76]"
two_level,30,"[30, 123, 60]",4,4,"[123, 60]"
two_level,30,"[30, 123, 64]",11,11,"[123, 64]"
two_level,30,"[30, 123, 76]",16,16,"[123, 76]"
two_level,30,"[30, 124, 64]",21,21,"[124, 64]"
two_level,30,"[30, 125, 60]",25,25,"[125, 60]"
two_level,30,"[30, 125, 64]",15,15,"[125, 64]"
two_level,30,"[30, 126, 64]",35,35,"[126, 64]"
two_level,30,"[30, 127, 64]",13,13,"[127, 64]"
two_level,30,"[30, 128, 64]",7,7,"[128, 64]"
two_level,30,"[30, 128, 68]",1,1,"[128, 68]"
two_level,30,"[30, 129, 64]",45,45,"[129, 64]"
two_level,30,"[30, 130, 64]",9,9,"[130, 64]"
two_level,30,"[30, 130, 68]",2,2,"[130, 68]"
two_level,30,"[30, 132, 68]",14,14,"[132, 68]"
two_level,30,"[30, 133, 64]",9,9,"[133, 64]"
two_level,30,"[30, 133, 68]",2,2,"[133, 68]"
two_level,30,"[30, 134, 68]",43,43,"[134, 68]"
two_level,30,"[30, 134, 72]",2,2,"[134, 72]"
two_level,30,"[30, 136, 68]",39,39,"[136, 68]"
two_level,30,"[30, 136, 72]",144,144,"[136, 72]"
two_level,30,"[30, 137, 68]",7,7,"[137, 68]"
two_level,30,"[30, 138, 68]",103,103,"[138, 68]"
two_level,30,"[30, 138, 72]",25,25,"[138, 72]"
two_level,30,"[30, 139, 72]",2,2,"[139, 72]"
