node_id,parent_id,action_from_parent,depth,visits,total_value,average_value,factor_ids,projlen
0,,,0,2000,15069.988543860887,7.534994271930444,[],0
1,0,13,1,35,211.98688739769628,6.056768211362751,[13],2
2,1,10,2,27,165.0784642494474,6.114017194423978,"[13, 10]",4
3,2,16,3,16,97.32739552005553,6.082962220003471,"[13, 10, 16]",6
4,3,2,4,15,90.52836561428197,6.035224374285464,"[13, 10, 16, 2]",8
5,4,12,5,14,80.78371567402677,5.770265405287626,"[13, 10, 16, 2, 12]",11
6,5,8,6,13,75.21202744928725,5.785540573022096,"[13, 10, 16, 2, 12, 8]",14
7,6,12,7,12,68.41299754351371,5.701083128626142,"[13, 10, 16, 2, 12, 8, 12]",17
8,7,9,8,11,63.33224599118782,5.757476908289802,"[13, 10, 16, 2, 12, 8, 12, 9]",20
9,8,18,9,10,54.59976914624792,5.459976914624792,"[13, 10, 16, 2, 12, 8, 12, 9, 18]",23
10,9,6,10,9,50.00995426633564,5.5566615851484045,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6]",25
11,10,6,11,8,45.42013938642336,5.67751742330292,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6]",27
12,11,8,12,7,40.830324506511076,5.832903500930153,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6, 8]",30
13,12,13,13,6,33.0494212559103,5.508236875985051,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6, 8, 13]",32
14,13,18,14,5,25.573869347383994,5.114773869476799,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6, 8, 13, 18]",35
15,14,8,15,4,21.474991139885322,5.3687477849713305,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6, 8, 13, 18, 8]",38
16,15,2,16,3,15.242254656977693,5.080751552325897,"[13, 10, 16, 2, 12, 8, 12, 9, 18, 6, 6, 8, 13, 18, 8, 2]",40
17,0,16,1,14,79.7718663873385,5.697990456238465,[16],2
18,17,13,2,13,73.95470982639219,5.688823832799399,"[16, 13]",4
19,18,18,3,12,66.78490194642181,5.565408495535151,"[16, 13, 18]",7
20,19,8,4,11,61.21321372168231,5.564837611062028,"[16, 13, 18, 8]",10
21,20,16,5,10,54.41418381590877,5.441418381590877,"[16, 13, 18, 8, 16]",12
22,21,3,6,9,49.08796392737607,5.454218214152897,"[16, 13, 18, 8, 16, 3]",15
