prime,word_index,kernel_length,prefix_length,precursor_projlen,precursor_identity_defect,power,power_projlen,power_identity_defect,kernel_word_digest,precursor_word_digest,sources,precursor_factor_ids,kernel_factor_ids
3,530,52,50,5,9,3,1,0,5c4b3ad61a859368e0060b271d3912b5a3cbcec6,ffa32a38e68069326ece9778634420bc8bb7e9f9,burau-experiments/src/kernel_db.json,7 10 2 13 8 13 7 20 13 10 16 13 4 2 13 7 20 13 7 10 16 13 8 13 11 13 10 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,7 10 2 13 8 13 7 20 13 10 16 13 4 2 13 7 20 13 7 10 16 13 8 13 11 13 10 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,531,52,50,5,9,3,1,0,8b981ffa4982c3c2c42cd51f8f531d106afabee6,dda4373fd57b1a91ce7e41053295f78a2434668f,burau-experiments/src/kernel_db.json,21 10 13 10 13 4 13 11 13 7 10 16 13 8 16 16 13 21 20 13 10 16 13 8 13 7 11 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,21 10 13 10 13 4 13 11 13 7 10 16 13 8 16 16 13 21 20 13 10 16 13 8 13 7 11 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,533,52,25,7,21,3,1,0,590943584cfc93ae765808b83d83a123d6d9df1d,c7580081a115c98af393b062c1aeaa277969d4f1,burau-experiments/src/kernel_db.json,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,533,52,50,5,9,3,1,0,590943584cfc93ae765808b83d83a123d6d9df1d,e72bb38ce799c0fa44d04f498d654af1dd28f1bb,burau-experiments/src/kernel_db.json,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,534,52,1,4,6,3,1,0,78c881424282bc2b918e216b404b9cb86410b5c1,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 17 13 10 13 4 13 7 21 11 13 10 13 4 16 16 16 13 20 13 10 13 1 1 4 13 21 21 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,534,52,50,5,9,3,1,0,78c881424282bc2b918e216b404b9cb86410b5c1,777b0006baf4a0fae700ddfcb31cc6619e88b6f5,burau-experiments/src/kernel_db.json,20 17 13 10 13 4 13 7 21 11 13 10 13 4 16 16 16 13 20 13 10 13 1 1 4 13 21 21 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,20 17 13 10 13 4 13 7 21 11 13 10 13 4 16 16 16 13 20 13 10 13 1 1 4 13 21 21 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,536,52,50,5,9,3,1,0,cdc52a2b56a0d34938a455d6daf42b6ad1fb28a4,c2585185a5651f0393e3035fabc2110b804c8e9e,burau-experiments/src/kernel_db.json,7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,537,52,23,10,29,3,1,0,94475f98311042ab9793f6fb92f1f8b4d58ce7ec,e5f3a314c91e0593fd88737da749b0a59d8ef954,burau-experiments/src/kernel_db.json,16 13 21 20 13 10 16 13 8 13 7 11 13 21 10 16 13 4 16 13 7 20 13,16 13 21 20 13 10 16 13 8 13 7 11 13 21 10 16 13 4 16 13 7 20 13 10 13 8 13 11 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 16
3,538,52,50,5,9,3,1,0,a1e253826f4cbfd0a3a94d159667f04601571e08,cc6754c360d3b35ddc7966678ad01d71da048ea6,burau-experiments/src/kernel_db.json,7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,540,52,11,17,47,3,1,0,718b838f9082334c247bc700ce6522d4b8b29312,392d1ec69055d0fb047626c41ed2fd0717cfd93f,burau-experiments/src/kernel_db.json,21 10 13 6 6 8 13 11 13 10 16,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,540,52,50,5,9,3,1,0,718b838f9082334c247bc700ce6522d4b8b29312,e2ef656a241ffb3c22b3eae40dd73f273a89bb93,burau-experiments/src/kernel_db.json,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,21 10 13 6 6 8 13 11 13 10 16 16 16 13 8 13 20 13 21 7 10 13 8 13 20 17 13 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,542,52,5,10,29,3,1,0,df2202d50b8987902bee47c2c3ff42eeaf8ccae6,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,542,52,50,5,9,3,1,0,df2202d50b8987902bee47c2c3ff42eeaf8ccae6,523b7f9ad3dbb18d52ccf545a048374c787cebea,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,544,52,1,4,6,3,1,0,561f6982d1983c056a0b080f055a53cda9e74ca9,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,544,52,50,5,9,3,1,0,561f6982d1983c056a0b080f055a53cda9e74ca9,a0b69b18cb8043733e04a905ceef2e88b2c19f2a,burau-experiments/src/kernel_db.json,11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,545,52,5,10,29,3,1,0,673993be2e05232f3d8f97b13a01a58530a32525,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,545,52,50,5,9,3,1,0,673993be2e05232f3d8f97b13a01a58530a32525,ea12185f3d03e0c233d04233f80b596609658720,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,546,52,27,4,6,3,1,0,2f00b53558caeafc79fbd8a8c8f24e7e685daa48,9cccddc79fa2f0967d888dc8e0fa1d4c435eb592,burau-experiments/src/kernel_db.json,16 16 16 13 11 13 10 13 6 6 8 13 21 21 20 17 13 10 13 4 13 7 21 11 13 10 13,16 16 16 13 11 13 10 13 6 6 8 13 21 21 20 17 13 10 13 4 13 7 21 11 13 10 13 21 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 16
3,547,52,1,4,6,3,1,0,c522965a614b4537207738d3eb08ff5c1d1bde88,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 8 2 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,547,52,50,5,9,3,1,0,c522965a614b4537207738d3eb08ff5c1d1bde88,52bed210e3b66442ae6bbe3b5fa2da75dfa593e7,burau-experiments/src/kernel_db.json,11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 8 2 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 8 2 13 11 13 10 13 6 6 8 13 21 21 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,548,52,8,16,41,3,1,0,7cf3f5da5482d630237f4608d0cf64bea4eb6e72,ac195978000b03accf6d7421ff6d891eb41aab58,burau-experiments/src/kernel_db.json,2 13 6 8 13 11 13 10,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 20 13 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 16
3,548,52,17,17,48,3,1,0,7cf3f5da5482d630237f4608d0cf64bea4eb6e72,ad2d921677ad698338c8e1235dd49eea3dda1cd0,burau-experiments/src/kernel_db.json,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7,2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 7 7 10 13 8 13 20 17 22 13 20 13 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 16
3,549,52,50,5,9,3,1,0,4b6c2e45cb6d2a35ce79beec8f441194a8cc6935,f32320647dfa4418ac9cb4ee42227201cc5d01dc,burau-experiments/src/kernel_db.json,7 21 21 10 13 8 13 20 15 21 7 4 13 4 2 2 13 20 17 22 13 10 13 8 13 21 11 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,7 21 21 10 13 8 13 20 15 21 7 4 13 4 2 2 13 20 17 22 13 10 13 8 13 21 11 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,550,52,50,5,9,3,1,0,bf1ef6e5136c59a49471494595511c1cd0eee93e,59385123f7ab1be1a5918fdc92073b909fa64f5a,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 10 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 17 13
3,552,52,50,5,9,3,1,0,c53f8f82738a287e1d635cda7988156bc6c53870,ecc98b4eb917a09198cbe058f6f8cefe0ecd93a9,burau-experiments/src/kernel_db.json,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,7 7 10 2 13 4 13 7 11 13 10 16 13 8 2 13 7 11 13 7 10 16 13 4 13 20 13 10 13 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,553,52,25,7,21,3,1,0,1d701f20bffcaa60af7bf7ba4b748536e4976df4,c7580081a115c98af393b062c1aeaa277969d4f1,burau-experiments/src/kernel_db.json,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,553,52,50,5,9,3,1,0,1d701f20bffcaa60af7bf7ba4b748536e4976df4,d91e98a27ffc5666f9addd1251dea6af519b3735,burau-experiments/src/kernel_db.json,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,554,52,1,4,6,3,1,0,58581e2d51c5ba3c57aae2452e80663b9020b630,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 10 13 4 2 16 13 20 13 10 13 1 4 2 2 13 20 17 22 13 10 13 8 13 7 7 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,554,52,50,5,9,3,1,0,58581e2d51c5ba3c57aae2452e80663b9020b630,17f3511e4d075d2d14217d7e877611e34c96fdf9,burau-experiments/src/kernel_db.json,20 13 10 13 4 2 16 13 20 13 10 13 1 4 2 2 13 20 17 22 13 10 13 8 13 7 7 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11,20 13 10 13 4 2 16 13 20 13 10 13 1 4 2 2 13 20 17 22 13 10 13 8 13 7 7 7 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 22 13
3,556,52,5,10,29,3,1,0,8908a8640ef48586219c21829f517ff209beff43,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 20 13 7 4 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 16
3,556,52,28,4,6,3,1,0,8908a8640ef48586219c21829f517ff209beff43,c4fead8f740231aaa0aef512ecc54449fd2a2846,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 20,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 20 13 7 4 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 16
3,556,52,50,5,10,3,1,0,8908a8640ef48586219c21829f517ff209beff43,bdcb00dafe06e97102fb17a10a03d60e3083709a,burau-experiments/src/kernel_db.json,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 20 13 7 4 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 20 13 7 4 13 8 13 20 13 10 13 6 6 6 8 13 20 13 10 13 8 13 7 20 16
3,559,52,25,7,16,3,1,0,9d5484cf24b8c84c2da830f5d22d9000cba46cad,e5b047f1f9796ff35984e4c06cf883ea072786b1,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 21 4 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 10
3,559,52,29,4,7,3,1,0,9d5484cf24b8c84c2da830f5d22d9000cba46cad,e13d1c11053ad1ceb17c8a77990d2b2f5c5de163,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 21 4 13,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 21 4 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 10
3,560,52,28,6,8,3,1,0,2e55fe5fbe71859a1d87afebb0bb42d94af00197,9cd65c0dd29c2703dd5d9f0bcad8be14265a552e,burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 22 13 10 13 4 2 13 11 19 11 22 13 4 13 8 13 20 15 7 21 7,7 20 16 12 8 13 11 22 13 10 13 4 2 13 11 19 11 22 13 4 13 8 13 20 15 7 21 7 1 4 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 10
3,562,52,29,4,6,3,1,0,d80cedcd0048d07129d7678032076060d3fea438,f9ac7550387c56d8c58f84554c599e4df89af977,burau-experiments/src/kernel_db.json,21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 2 13 21 11 13 10 16 13 4 13 7 20 13 11,21 21 10 2 13 4 13 7 11 13 10 16 13 8 2 2 13 21 11 13 10 16 13 4 13 7 20 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21
3,563,52,32,10,30,3,1,0,e5fad88b2ff185f5801476af39fe0cebf72ebfdc,52fbf169fc8837f230e866d7e0c899dde9b05dbb,burau-experiments/src/kernel_db.json,21 21 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13 10 16 2 13 11 13 10 13,21 21 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13 10 16 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,564,52,16,15,45,3,1,0,eb2ea0f70523ccf7d06aea4ced038db03068e1e5,2098dc39c99a59d27687e3a4208c63db6bdd3acc,burau-experiments/src/kernel_db.json,21 21 10 13 4 13 11 19 7 4 16 13 8 13 20 13,21 21 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 16 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,564,52,32,10,30,3,1,0,eb2ea0f70523ccf7d06aea4ced038db03068e1e5,508e8c28bdd1118e24ed6309a7a7d0687a2da08f,burau-experiments/src/kernel_db.json,21 21 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 16 2 13 11 13 10 13,21 21 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 16 2 13 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 7
3,565,52,32,10,31,3,1,0,6b3fe43ec1348ef811a73ff2fbf0e219388fc5a0,aa9b21244e87612b0ab5a9e7e2eb08c1133f2d26,burau-experiments/src/kernel_db.json,21 7 10 13 4 2 13 7 11 13 10 13 4 16 16 13 11 13 21 10 16 13 8 13 11 13 10 13 20 13 10 13,21 7 10 13 4 2 13 7 11 13 10 13 4 16 16 13 11 13 21 10 16 13 8 13 11 13 10 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,566,52,1,4,6,3,1,0,32341e261a654422a77e0a50bb85b9608afce7b2,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 19 21 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 13 4 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,566,52,32,10,31,3,1,0,32341e261a654422a77e0a50bb85b9608afce7b2,a3559b080fd6c2fc9b2c46c2758b4364bfefcbf3,burau-experiments/src/kernel_db.json,11 19 21 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 13 4 13 20 13 10 13,11 19 21 7 8 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 13 4 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,567,52,32,10,31,3,1,0,5f5789378d037ac3952b96099287092dd5921c65,a49e0441bb35ad8ef28244e63e3ecadfb39435f6,burau-experiments/src/kernel_db.json,7 10 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 16 16 13 20 13 10 13,7 10 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 2 13 6 8 13 11 13 10 16 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,568,52,1,4,6,3,1,0,76c51b06dce6dc3fae7a0a1761263261efc7894f,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 10 13 4 2 16 13 20 13 10 13 1 4 2 2 13 20 17 22 13 10 13 8 13 7 7 7 10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6 6
3,569,52,25,7,21,3,1,0,fee9c650a0aef4dfbe9792382e392fa3f68430c7,c7580081a115c98af393b062c1aeaa277969d4f1,burau-experiments/src/kernel_db.json,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8,7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 6 8 13 11 13 10 16 2 13 8 13 11 13 10 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1 1
3,570,52,1,4,6,3,1,0,9a29b98e9a3b0cb2b1dcdb26ebc53bbb3567f230,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 21 10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6 6
3,571,52,1,4,6,3,1,0,56c3e28328554aa4debdcac1ea84b7f097d6ae3e,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 8 2 13 11 13 10 13 6 6 8 13 21 21 10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6 6
3,572,52,2,5,9,3,1,0,ccb96fa6c8d7e10085e15ee9098c6886004d9bf4,3a1651f571d3519a1b701fe4c90b4b3030389a42,burau-experiments/src/kernel_db.json,13 1,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,572,52,33,10,29,3,1,0,ccb96fa6c8d7e10085e15ee9098c6886004d9bf4,b63902825c71867885f6ba6b6d4ebd608e07eefe,burau-experiments/src/kernel_db.json,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 10 13 8 13,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 10 2 2 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,573,52,33,10,28,3,1,0,db6dbf8e2c5e6a211a7da55a3c942c2f6d1d4fdc,294bd4ae550285f0c469a2c2bf1f7b85aac8ae12,burau-experiments/src/kernel_db.json,13 4 2 13 20 13 10 13 1 1 4 13 21 21 11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 10 13 4 13,13 4 2 13 20 13 10 13 1 1 4 13 21 21 11 13 11 16 2 3 4 13 20 13 10 2 2 16 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 17
3,574,52,33,10,29,3,1,0,1624d42d3a17384d3c9c0ae9318615f0563e4abe,1ae1b71e04e9cc4f4a06e8472558fc90c493f673,burau-experiments/src/kernel_db.json,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 13 10 13 8 13,13 10 13 4 13 11 13 7 10 16 13 8 16 13 21 20 13 7 10 13 4 16 13 11 13 21 10 16 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,575,52,27,4,6,3,1,0,17fd9d914ee75569d942ab9737c7ea54dea99d08,de1ce3abd620b2d99afa5816fe7ed34623ee45c4,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,575,52,33,10,29,3,1,0,17fd9d914ee75569d942ab9737c7ea54dea99d08,2761cfce178b4f125fecc083eab3368d470488bd,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 8 13,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,576,52,1,4,6,3,1,0,d40d6c9dbe2c3d7232e9f7216c3657aee4629f05,49534dfdc210b9c6555711fc3d2cad114ce99ea0,burau-experiments/src/kernel_db.json,19,19 21 10 13 8 13 20 17 13 7 10 13 8 2 16 13 7 7 20 13 10 13 8 13 7 20 15 8 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10
3,577,52,25,7,16,3,1,0,8363008a4cd43940b1c8243e5723928b0a3a67a4,e5b047f1f9796ff35984e4c06cf883ea072786b1,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10
