prime,word_index,kernel_length,prefix_length,precursor_projlen,precursor_identity_defect,power,power_projlen,power_identity_defect,kernel_word_digest,precursor_word_digest,sources,precursor_factor_ids,kernel_factor_ids
3,1337,52,50,5,11,3,1,0,2bb8e39d821bfb1b2fbca6e62cd315ac6c2c51d8,78eb9dd9b53f10243b2e29afa10e1618793761cd,burau-experiments/src/kernel_db.json,2 2 13 20 13 20 16 12 6 8 13 11 13 21 21 10 13 1 1 4 13 20 13 10 2 13 21 8 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7,2 2 13 20 13 20 16 12 6 8 13 11 13 21 21 10 13 1 1 4 13 20 13 10 2 13 21 8 13 7 10 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 16
3,1338,52,5,10,28,3,1,0,348096669cfaebb7e10b67c7f236f9338fc07d85,5af95896208da66e46421a5d71d89a66358123a2,burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 11 13 7 8 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 16
3,1338,52,28,4,6,3,1,0,348096669cfaebb7e10b67c7f236f9338fc07d85,bbb4827a7192c5bef9363d199c11938532680c04,burau-experiments/src/kernel_db.json,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 11,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 11 13 7 8 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 16
3,1338,52,50,5,11,3,1,0,348096669cfaebb7e10b67c7f236f9338fc07d85,8c31265f4c3ed8baeeef414511642dfe38035f57,burau-experiments/src/kernel_db.json,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 11 13 7 8 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 11 13 7 8 13 4 13 11 13 10 13 1 1 1 4 13 11 13 10 13 4 13 7 11 16
3,1339,52,26,5,11,3,1,0,ca2d6070e13b2735e32d2418b8faef3c6cbc2e4b,df2094f7540a48c3a41703f87a3b23478ede0f68,burau-experiments/src/kernel_db.json,22 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2,22 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 7 7 4 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13
3,1340,52,26,5,11,3,1,0,37fdbe708c604dc762b40b943e815454c9ae7ca5,df2094f7540a48c3a41703f87a3b23478ede0f68,burau-experiments/src/kernel_db.json,22 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2,22 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 7 21 7 8 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21
3,1341,52,22,11,25,3,1,0,973cec63d0d55c7f87fcb609d97f45d2f7b6250f,08c60f23b6a30423676bfc8ce49aa56ef79df029,burau-experiments/src/kernel_db.json,21 21 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13,21 21 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13 10 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1341,52,32,10,31,3,1,0,973cec63d0d55c7f87fcb609d97f45d2f7b6250f,476fab5ded88950ba51186cf8a42e02f40e659e3,burau-experiments/src/kernel_db.json,21 21 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13 10 2 13 20 13 10 13,21 21 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13 10 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1342,52,16,15,45,3,1,0,736acca7edc82af2a4011568735e715f582529fc,17a37e5e1c48b318d3c6fee9a82fa2b9c9b4b79c,burau-experiments/src/kernel_db.json,21 21 10 13 8 13 20 15 7 8 16 13 4 13 11 13,21 21 10 13 8 13 20 15 7 8 16 13 4 13 11 13 21 10 13 1 4 13 20 13 10 16 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1342,52,32,10,31,3,1,0,736acca7edc82af2a4011568735e715f582529fc,1554bd85b4cf1bcd97f39928a380ca11b25ce88c,burau-experiments/src/kernel_db.json,21 21 10 13 8 13 20 15 7 8 16 13 4 13 11 13 21 10 13 1 4 13 20 13 10 16 2 13 20 13 10 13,21 21 10 13 8 13 20 15 7 8 16 13 4 13 11 13 21 10 13 1 4 13 20 13 10 16 2 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1343,52,32,10,31,3,1,0,762e8d3f2e51b53a7b6ff10a87942f161a04954a,7d85a56ce0782fe593e5098b0f1c74e943b12373,burau-experiments/src/kernel_db.json,7 10 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 16 16 13 20 13 10 13,7 10 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 16 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1344,52,32,10,31,3,1,0,dc14e545bde16ad6b337f79433c7e0952636e76e,647995287b35d09e462cad4872d50dfae6782667,burau-experiments/src/kernel_db.json,10 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21 10 13 20 13 10 13,10 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21 10 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1345,52,2,5,11,3,1,0,90fdafd68557b6ee1ee02aa507c683ab0a69c08a,3f76eac7e04043ca8ea77de87edae48cdcb1eb34,burau-experiments/src/kernel_db.json,7 4,7 4 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13 20 16 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1345,52,32,10,31,3,1,0,90fdafd68557b6ee1ee02aa507c683ab0a69c08a,36f2155f7ab7139e3aee1735d01b36b5f01fe068,burau-experiments/src/kernel_db.json,7 4 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13 20 16 16 13 20 13 10 13,7 4 2 13 4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13 20 16 16 13 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 7
3,1346,52,1,4,6,3,1,0,e4bf2c1893548c5a7d33737428da81315625d7bf,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 7 10 16 13 8 13 11 13 10 13 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 7 10 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6 6
3,1347,52,5,10,28,3,1,0,f6c846311b30dac4b3b105075e714b47b2d7204c,5af95896208da66e46421a5d71d89a66358123a2,burau-experiments/src/kernel_db.json,10 13 20 13 10,10 13 20 13 10 13 4 16 13 7 11 13 7 10 2 13 8 16 13 11 13 7 10 13 4 2 13 7 10 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1 1
3,1349,52,27,4,6,3,1,0,c031b05356bd1d9c77bf2f07c6c307c11c00779a,de1ce3abd620b2d99afa5816fe7ed34623ee45c4,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 17
3,1349,52,33,10,28,3,1,0,c031b05356bd1d9c77bf2f07c6c307c11c00779a,37d60b1548f2d5b128c9a88ce0aa4b0e0d090448,burau-experiments/src/kernel_db.json,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 4 13,2 13 10 13 11 13 10 13 8 16 13 7 20 13 7 7 10 2 13 8 13 7 20 13 10 16 13 4 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22 17
3,1350,52,33,10,29,3,1,0,81b26bd306d745c34fe5823baac816393545ee5d,d4b3ec069838fcdae35f210b7a1489a9b299d102,burau-experiments/src/kernel_db.json,13 10 13 8 13 20 13 7 10 16 13 4 16 13 21 11 13 7 10 13 8 16 13 20 13 21 10 16 13 10 13 8 13,13 10 13 8 13 20 13 7 10 16 13 4 16 13 21 11 13 7 10 13 8 16 13 20 13 21 10 16 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,1351,52,33,10,29,3,1,0,2619f1eb898c508fb28c11281e6d3a663d208410,32731d1b0d0504116aeb87b5695478c71e5cf076,burau-experiments/src/kernel_db.json,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 13 10 13 8 13,2 13 20 17 22 13 10 13 8 13 7 7 7 11 13 10 13 8 2 16 13 11 13 10 13 6 8 2 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 22
3,1353,52,25,7,16,3,1,0,9964daa0ca1f590d94e8a107b7202783a83f145b,e5b047f1f9796ff35984e4c06cf883ea072786b1,burau-experiments/src/kernel_db.json,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15,21 20 16 12 8 13 11 13 20 13 6 8 12 8 13 21 20 13 10 13 6 8 13 20 15 7 8 16 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10
3,1354,52,1,4,7,3,1,0,c503b038f54bef1929e47a7758ef88fe412e8624,017b8eb844dab061e9f59139c768b7604775262b,burau-experiments/src/kernel_db.json,15,15 21 10 13 4 13 11 22 13 7 10 13 4 2 16 13 7 7 11 13 10 13 4 13 7 11 19 4 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10
3,1356,52,1,4,6,3,1,0,7e55e8556096c7ed656df9dc978c0e6b66d962e4,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2
3,1357,52,1,4,6,3,1,0,6489a28ef6fb4a5e53c3366c8875181308c44d78,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2
3,1360,52,36,15,45,3,1,0,3ed04be7fbf0f553fdd57db7cbc4ff6dacb7188d,ee7c2bcd2a69f8315c89a7e188a618fe492ace2d,burau-experiments/src/kernel_db.json,10 16 13 11 13 10 13 6 6 8 13 7 11 13 10 13 6 8 16 13 11 13 11 16 3 4 16 16 13 11 13 10 13 6 8 13,10 16 13 11 13 10 13 6 6 8 13 7 11 13 10 13 6 8 16 13 11 13 11 16 3 4 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1361,52,1,4,6,3,1,0,14d5360ccc5b4f5aaae0f65e1c7c533ab37cfc04,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 10 13 8 13 7 11 22 13 10 13 8 16 13 11 22 17 13 10 13 4 13 7 21 20 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1361,52,36,15,45,3,1,0,14d5360ccc5b4f5aaae0f65e1c7c533ab37cfc04,306e5b55f256e1a925c9b866ac675c74651ff354,burau-experiments/src/kernel_db.json,20 13 10 13 8 13 7 11 22 13 10 13 8 16 13 11 22 17 13 10 13 4 13 7 21 20 16 16 13 11 13 10 13 6 8 13,20 13 10 13 8 13 7 11 22 13 10 13 8 16 13 11 22 17 13 10 13 4 13 7 21 20 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1362,52,2,5,10,3,1,0,3f6eff19c5319f37a1a143d0a60292a8e5094bdc,db19fc5043814e3e2f054277674c1f8c78ec84d8,burau-experiments/src/kernel_db.json,7 8,7 8 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 11 13 4 16 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,1362,52,35,14,47,3,1,0,3f6eff19c5319f37a1a143d0a60292a8e5094bdc,ce03b1cb12634f69afcfbe3732877ac979188bf2,burau-experiments/src/kernel_db.json,7 8 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 11 13 4 16 2 13 20 13 10 13 1 4,7 8 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 11 13 4 16 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,1363,52,3,7,17,3,1,0,9a1f0e54065e0caa79cd866c5f0a10ce6bcf3747,a5b7aa637d65da3c517fc7608de9e2014186515b,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1363,52,36,15,45,3,1,0,9a1f0e54065e0caa79cd866c5f0a10ce6bcf3747,9878a6ef283322288f650a9782f1b62f3ee61e93,burau-experiments/src/kernel_db.json,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 6 8 13,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1364,52,1,4,6,3,1,0,754180373eef4261c24c72a12349a4c196e2d110,49534dfdc210b9c6555711fc3d2cad114ce99ea0,burau-experiments/src/kernel_db.json,19,19 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 11 13 1 4 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1364,52,27,4,6,3,1,0,754180373eef4261c24c72a12349a4c196e2d110,424d2d232687e6fc7660d2d25856f71a925b77b4,burau-experiments/src/kernel_db.json,19 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 11 13 1,19 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 11 13 1 4 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1364,52,36,15,45,3,1,0,754180373eef4261c24c72a12349a4c196e2d110,6073a25d96b0fc6389b38cff3873657b3ee332f8,burau-experiments/src/kernel_db.json,19 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 11 13 1 4 13 11 13 10 13 6 8 13,19 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 11 13 1 4 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1365,52,36,15,45,3,1,0,fe92f16a651cc23a5e20cb3a28b3a4efc3af1c48,ae3984f20d68c92a1951cb860caecfb675815a06,burau-experiments/src/kernel_db.json,7 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 10 2 16 16 13 11 13 10 13 6 8 13,7 10 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 10 2 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1366,52,36,15,45,3,1,0,a0822217f8313a1eef6565a97dde6381181ae0cb,f06201a29bf017772a8d519aa9e76637b3c936d3,burau-experiments/src/kernel_db.json,7 7 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 2 16 16 13 11 13 10 13 6 8 13,7 7 10 13 4 13 11 19 7 4 16 13 8 13 20 13 21 10 13 6 8 13 11 13 10 2 16 16 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 21
3,1367,52,35,14,51,3,1,0,8b24e812a66ec3f2abb41381941d1a7ab15da9b6,c1beb85eb211f5fd77bf3a5ceb5bc3af57c73b33,burau-experiments/src/kernel_db.json,21 10 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 16 2 2 13 11 13 10 13 6 8,21 10 13 8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 16 2 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,1368,52,1,4,6,3,1,0,a3f8c8b4b348fedac72427b88076e1d6281ab81b,3ad009a144b1e8e065a75ca775c76b2fc2e5ff76,burau-experiments/src/kernel_db.json,11,11 13 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 13 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,1368,52,35,14,47,3,1,0,a3f8c8b4b348fedac72427b88076e1d6281ab81b,3ab8101d23e5cbf395a036178849e6990ef84cd3,burau-experiments/src/kernel_db.json,11 13 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 13 10 2 13 20 13 10 13 1 4,11 13 7 4 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17 13 10 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 7
3,1369,52,26,4,7,3,1,0,5d0e262e5d53ffa8ea83f9748512379772f08137,1e40150f19565545279e8c62002031b4f2098f59,burau-experiments/src/kernel_db.json,4 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21,4 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21 20 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,1369,52,35,14,51,3,1,0,5d0e262e5d53ffa8ea83f9748512379772f08137,4c6cc561d81a790a14b5caacc8e9d80e74f244b6,burau-experiments/src/kernel_db.json,4 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21 20 2 13 11 13 10 13 6 8,4 13 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 21 20 2 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 7
3,1370,52,36,15,45,3,1,0,e3bacf94013e64719dd9878000e2ed50795f2104,27688d9da1fcfeb78afdb4869e17987151154800,burau-experiments/src/kernel_db.json,8 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 20 16 13 20 13 10 13 1 4 13,8 13 21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 7 20 16 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 21
3,1371,52,1,4,7,3,1,0,40ab476d43f36aca971da03c1889efba9c15c245,017b8eb844dab061e9f59139c768b7604775262b,burau-experiments/src/kernel_db.json,15,15 21 10 13 4 13 11 22 13 7 10 13 4 2 16 13 7 7 11 13 10 13 4 13 7 11 19 4 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10
3,1371,52,33,10,31,3,1,0,40ab476d43f36aca971da03c1889efba9c15c245,779dfa0fb27ca8b721852b5901f9406da12cac02,burau-experiments/src/kernel_db.json,15 21 10 13 4 13 11 22 13 7 10 13 4 2 16 13 7 7 11 13 10 13 4 13 7 11 19 4 13 20 13 10 13,15 21 10 13 4 13 11 22 13 7 10 13 4 2 16 13 7 7 11 13 10 13 4 13 7 11 19 4 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10
3,1372,52,33,10,30,3,1,0,3eeae1e4a6b0b663633aa2080852dff73d8cedf4,be3e56d85a9994e38175d07537f43cf63bcd910a,burau-experiments/src/kernel_db.json,2 2 13 21 20 13 10 16 13 8 13 7 11 13 21 21 10 2 13 8 13 7 20 13 10 16 13 4 13 11 13 10 13,2 2 13 21 20 13 10 16 13 8 13 7 11 13 21 21 10 2 13 8 13 7 20 13 10 16 13 4 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 10
3,1373,52,33,10,31,3,1,0,96bc2f0d88ee0880987b064e1efa2c86df5a9587,4c084e98c0bbf20e972bf64079a0209622c3cb7b,burau-experiments/src/kernel_db.json,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 13 20 13 10 13,22 15 21 10 13 8 13 20 13 11 16 2 2 3 1 4 2 13 11 13 10 13 8 13 11 22 17 2 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10
3,1374,52,8,16,41,3,1,0,6271ca227c184f3834f00f51cfaf6ddd7c2cab46,2c187c28bd9e55ab7679fcf996c383198f8b4c3c,burau-experiments/src/kernel_db.json,21 11 22 13 10 13 8 13,21 11 22 13 10 13 8 13 7 21 20 13 10 13 8 16 16 16 13 11 13 10 13 6 6 8 13 21 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,1376,52,1,4,6,3,1,0,2319ae670d7fc7d119c149ad95d2ac8af1471968,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 13 21 10 13 4 13 11 22 17 13 10 2 2 13 8 13 20 17 19 7 4 13 4 13 21 21 7 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,1377,52,25,7,19,3,1,0,47029140eacddaf4398bf6c4ecf928e57790fe7a,fdd45aab82390f10e4189bc237ee818d08279acb,burau-experiments/src/kernel_db.json,7 7 7 10 13 8 13 20 17 22 13 10 2 2 13 1 4 13 20 13 10 16 2 13 4,7 7 7 10 13 8 13 20 17 22 13 10 2 2 13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 4 13 11 13 10 13 4 13 7 11 22 13 7 10 13 8 13 20 13 10 12 6 6
3,1379,52,5,10,29,3,1,0,8a5c201c59491f3ce1057c3846a1debea7295716,3f9fae3f5b92de1cdce6edd3de073289e6dba268,burau-experiments/src/kernel_db.json,10 13 11 13 10,10 13 11 13 10 13 8 16 13 7 20 13 7 10 2 13 4 16 13 20 13 7 10 13 8 2 13 7 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,1381,52,11,17,48,3,1,0,e9b885d259708521599266dfc7bf4721766a97a5,990e94cfec827efbe99eaf3d95df8bfa14202b7f,burau-experiments/src/kernel_db.json,21 10 13 1 1 4 13 20 13 10 16,21 10 13 1 1 4 13 20 13 10 16 16 16 13 4 13 11 13 21 7 10 13 4 13 11 22 13 21 7 8 13 20 13 10 13 8 13 7 20 17 13 7 10 13 4 13 11 13 10 3 1 1
3,1382,52,27,4,6,3,1,0,7f03742d24d4261a31b2e03f9abf035d18191afa,91efb01c9ecf05b59e9487d30934f16ec7c2c8ec,burau-experiments/src/kernel_db.json,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13,2 13 10 13 20 13 10 13 4 16 13 7 11 13 7 7 10 2 13 4 13 7 11 13 10 16 13 21 4 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22
3,1384,52,2,5,9,3,1,0,467bbd29823292cc5499d5638619e2c9f31da06c,3a1651f571d3519a1b701fe4c90b4b3030389a42,burau-experiments/src/kernel_db.json,13 1,13 1 4 13 20 13 10 16 2 13 4 13 20 13 7 7 7 10 13 4 13 11 22 17 13 20 13 6 8 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17
3,1385,52,23,10,29,3,1,0,52cad1b48c83ba56e6aea4812a15c4df7e1ecab1,e5f3a314c91e0593fd88737da749b0a59d8ef954,burau-experiments/src/kernel_db.json,16 13 21 20 13 10 16 13 8 13 7 11 13 21 10 16 13 4 16 13 7 20 13,16 13 21 20 13 10 16 13 8 13 7 11 13 21 10 16 13 4 16 13 7 20 13 10 13 8 13 20 16 13 10 13 8 13 11 13 10 16 13 1 4 16 13 11 13 10 13 8 13 11 22 17
3,1386,52,23,10,28,3,1,0,521d25a15882777b2ec161b9c1e92648595aac04,10d61f265f9ba1f638880382ffc1c2e20e1ff2e2,burau-experiments/src/kernel_db.json,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13,16 13 21 11 13 10 16 13 4 13 7 20 13 21 10 16 13 8 16 13 7 11 13 10 13 4 13 11 16 13 10 13 4 13 20 13 10 16 13 6 8 16 13 20 13 10 13 4 13 20 17 22
3,1387,52,3,7,17,3,1,0,149a7e5dbbddc2cbd4d515d6247f795cdec94099,a5b7aa637d65da3c517fc7608de9e2014186515b,burau-experiments/src/kernel_db.json,10 13 8,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13 7 10 16 13 4 13
3,1387,52,49,7,18,3,1,0,149a7e5dbbddc2cbd4d515d6247f795cdec94099,44b9ca972b276782859fdd0fb33541da0c62e2ea,burau-experiments/src/kernel_db.json,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13 7 10 16,10 13 8 13 20 13 7 10 2 13 8 13 7 7 11 13 10 13 8 16 13 21 11 13 10 16 2 16 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13 7 10 16 13 4 13
3,1388,52,1,4,6,3,1,0,e8a9e89a39cce3340f6b34ca94d07c9596d94f64,6a5bf6e68f2f29a76063631d3948239674925d43,burau-experiments/src/kernel_db.json,20,20 3 4 16 13 11 13 10 13 8 16 13 21 11 5 19 7 10 13 4 13 11 13 7 10 2 13 4 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2
