parent_id,action,child_id
89,6,709
89,8,929
90,16,287
90,12,596
90,3,839
90,13,1145
90,2,1365
91,13,208
91,3,278
91,16,364
91,12,473
91,2,602
92,1,339
92,4,543
92,18,742
93,10,397
93,8,530
93,9,793
93,11,1059
93,18,1257
93,20,1542
93,21,1872
93,6,2136
93,4,2400
93,1,2642
93,7,2883
94,1,292
94,18,622
94,4,826
95,9,453
95,6,699
95,8,985
96,18,215
96,4,272
96,1,378
97,6,393
97,8,675
97,9,824
98,1,232
98,18,341
98,4,457
99,6,200
99,8,313
99,9,422
100,13,226
100,2,312
100,3,379
100,16,493
100,12,644
101,10,311
101,4,508
101,1,751
101,18,993
101,11,1234
101,6,1477
101,7,1719
101,21,1961
101,9,2203
101,20,2444
101,8,2687
102,2,458
102,16,659
102,3,856
102,12,989
102,13,1188
103,4,345
103,18,648
103,1,866
104,12,363
104,3,628
104,16,823
104,13,1019
104,2,1219
105,21,456
105,8,849
105,7,1181
105,1,1515
105,10,1844
105,6,2086
105,9,2416
105,4,2747
105,11,3077
105,18,3407
105,20,3737
106,16,461
106,13,809
106,3,1210
106,12,1473
106,2,1868
107,10,330
107,18,725
107,6,990
107,11,1230
107,1,1428
107,20,1557
107,9,1843
107,4,2062
107,8,2348
107,7,2567
107,21,2809
108,6,372
108,9,674
108,8,934
109,8,302
109,9,549
109,6,791
110,12,448
110,6,646
110,15,959
110,9,1198
110,8,1461
110,14,1704
110,2,1919
110,17,2140
110,3,2404
110,16,2603
110,13,2864
111,18,331
111,1,640
111,4,861
112,18,317
112,1,621
112,4,907
113,18,522
113,4,789
113,1,1158
114,8,189
114,6,255
114,9,386
115,4,426
115,18,780
115,1,1244
116,19,353
116,5,552
116,13,860
116,4,1125
116,3,1410
116,1,1653
116,18,1828
116,22,2115
116,16,2313
116,12,2489
116,2,2773
117,12,421
117,3,729
117,2,926
117,13,1190
117,16,1388
118,19,326
118,2,526
118,16,762
118,1,1001
118,12,1238
118,22,1481
118,4,1722
118,3,1962
118,5,2204
118,18,2468
118,13,2711
119,12,342
119,13,519
119,3,811
119,16,1096
119,2,1252
120,2,143
120,13,254
120,3,357
120,12,474
120,16,585
121,3,367
121,16,556
121,2,801
121,13,1038
121,12,1324
122,9,449
122,6,671
122,8,867
123,4,135
123,18,289
123,1,400
124,4,351
124,1,528
124,18,855
125,16,433
125,13,672
125,12,870
125,2,1071
125,3,1271
126,6,210
126,8,303
126,9,432
127,8,142
127,9,248
127,6,356
128,18,435
128,6,767
128,9,1099
128,4,1430
128,20,1760
128,10,2089
128,7,2419
128,11,2749
128,8,3078
128,1,3408
128,21,3739
129,16,440
129,13,747
129,2,968
129,12,1142
129,3,1449
130,4,323
130,1,635
130,18,857
131,14,285
131,9,523
131,15,763
131,12,1003
131,3,1247
