node_id,parent_id,action_from_parent,depth,visits,total_value,average_value,factor_ids,projlen
0,,,0,2000,17089.943708925362,8.54497185446268,[],0
1,0,21,1,35,258.59195810707183,7.388341660202053,[21],2
2,1,6,2,30,224.81035457929266,7.493678485976422,"[21, 6]",4
3,2,6,3,15,112.09755147684628,7.473170098456419,"[21, 6, 6]",6
4,3,6,4,14,102.79188983967778,7.34227784569127,"[21, 6, 6, 6]",8
5,4,9,5,13,94.7359051297704,7.287377317674646,"[21, 6, 6, 6, 9]",11
6,5,4,6,12,88.929338888933,7.410778240744417,"[21, 6, 6, 6, 9, 4]",14
7,6,16,7,11,81.37322494993008,7.397565904539098,"[21, 6, 6, 6, 9, 4, 16]",16
8,7,2,8,10,72.81736946911825,7.281736946911825,"[21, 6, 6, 6, 9, 4, 16, 2]",18
9,8,16,9,9,64.51144937375865,7.167938819306517,"[21, 6, 6, 6, 9, 4, 16, 2, 16]",20
10,9,3,10,8,55.455723122042386,6.931965390255298,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3]",23
11,10,1,11,7,50.149027652109424,7.164146807444204,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1]",25
12,11,4,12,6,44.84233218217646,7.473722030362744,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4]",28
13,12,12,13,5,37.28621824317352,7.457243648634704,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4, 12]",30
14,13,8,14,4,30.229975075075014,7.557493768768754,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4, 12, 8]",32
15,14,13,15,3,23.54725515538903,7.849085051796344,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4, 12, 8, 13]",34
16,15,7,16,2,15.614858308441947,7.807429154220974,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4, 12, 8, 13, 7]",36
17,0,20,1,30,219.6594216440053,7.3219807214668435,[20],3
18,17,9,2,17,123.71344361805268,7.277261389297216,"[20, 9]",6
19,18,1,3,15,109.59819762232405,7.306546508154937,"[20, 9, 1]",8
20,19,1,4,14,102.16567154628142,7.297547967591529,"[20, 9, 1, 1]",10
21,20,18,5,13,94.10968683637404,7.23920667972108,"[20, 9, 1, 1, 18]",13
22,21,6,6,12,86.55357289737111,7.212797741447592,"[20, 9, 1, 1, 18, 6]",15
23,22,6,7,11,79.12104682132846,7.192822438302588,"[20, 9, 1, 1, 18, 6, 6]",17
24,23,9,8,10,66.43987765078919,6.6439877650789185,"[20, 9, 1, 1, 18, 6, 6, 9]",20
25,24,1,9,9,59.63356986814291,6.625952207571434,"[20, 9, 1, 1, 18, 6, 6, 9, 1]",22
26,25,4,10,8,52.82726208549663,6.6034077606870785,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4]",24
27,26,13,11,7,46.77076045920701,6.681537208458145,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13]",26
28,27,18,12,6,38.46484036384741,6.410806727307901,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13, 18]",29
29,28,9,13,5,28.909243341226706,5.781848668245341,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13, 18, 9]",32
30,29,4,14,4,22.602806329484867,5.650701582371217,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13, 18, 9, 4]",34
31,30,2,15,3,16.796240088647465,5.598746696215822,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13, 18, 9, 4, 2]",36
32,31,12,16,2,10.3634555544137,5.18172777720685,"[20, 9, 1, 1, 18, 6, 6, 9, 1, 4, 13, 18, 9, 4, 2, 12]",39
33,17,2,2,12,86.1452775182932,7.178773126524433,"[20, 2]",4
34,33,3,3,11,78.0892928083858,7.099026618944165,"[20, 2, 3]",6
35,34,4,4,10,69.53343732757399,6.953343732757399,"[20, 2, 3, 4]",8
36,35,3,5,9,61.97732338857106,6.886369265396784,"[20, 2, 3, 4, 3]",10
37,0,18,1,10,68.43936073440696,6.843936073440696,[18],3
38,37,6,2,9,59.63356986814291,6.625952207571434,"[18, 6]",5
39,38,9,3,8,51.70117302119582,6.462646627649478,"[18, 6, 9]",8
40,39,1,4,7,45.644671394906204,6.520667342129458,"[18, 6, 9, 1]",10
41,40,1,5,6,38.08855745590326,6.34809290931721,"[18, 6, 9, 1, 1]",12
42,41,4,6,5,31.532185058709203,6.30643701174184,"[18, 6, 9, 1, 1, 4]",15
43,42,16,7,4,23.2262649633496,5.8065662408374,"[18, 6, 9, 1, 1, 4, 16]",17
44,43,12,8,3,16.91982795160776,5.639942650535921,"[18, 6, 9, 1, 1, 4, 16, 12]",20
45,1,4,2,4,26.725360359680682,6.6813400899201705,"[21, 4]",4
46,36,4,6,8,55.92082176228143,6.990102720285178,"[20, 2, 3, 4, 3, 4]",13
47,45,16,3,3,19.919052577034403,6.639684192344801,"[21, 4, 16]",6
48,46,16,7,7,48.86457859418293,6.980654084883276,"[20, 2, 3, 4, 3, 4, 16]",15
49,48,16,8,6,41.05852926972777,6.843088211621295,"[20, 2, 3, 4, 3, 4, 16, 16]",17
50,49,2,9,5,33.25247994527261,6.650495989054522,"[20, 2, 3, 4, 3, 4, 16, 16, 2]",19
51,47,3,4,2,12.862809408935902,6.431404704467951,"[21, 4, 16, 3]",9
52,50,16,10,4,26.196236777174104,6.549059194293526,"[20, 2, 3, 4, 3, 4, 16, 16, 2, 16]",21
53,52,16,11,3,18.013904544774803,6.004634848258267,"[20, 2, 3, 4, 3, 4, 16, 16, 2, 16, 16]",23
54,53,3,12,2,11.113261710770361,5.556630855385181,"[20, 2, 3, 4, 3, 4, 16, 16, 2, 16, 16, 3]",26
55,44,6,9,2,11.113261710770361,5.556630855385181,"[18, 6, 9, 1, 1, 4, 16, 12, 6]",22
56,16,20,17,1,8.308679754891227,8.308679754891227,"[21, 6, 6, 6, 9, 4, 16, 2, 16, 3, 1, 4, 12, 8, 13, 7, 20]",39
57,2,8,3,14,101.40765838166017,7.243404170118583,"[21, 6, 8]",6
58,57,2,4,13,93.3516736717528,7.1808979747502155,"[21, 6, 8, 2]",8
59,58,16,5,12,82.55460673013557,6.879550560844631,"[21, 6, 8, 2, 16]",10
60,59,13,6,11,74.24868663477599,6.749880603161454,"[21, 6, 8, 2, 16, 13]",12
61,60,1,7,10,66.44263731032082,6.644263731032082,"[21, 6, 8, 2, 16, 13, 1]",14
62,61,18,8,9,58.88652337131788,6.542947041257542,"[21, 6, 8, 2, 16, 13, 1, 18]",17
63,62,9,9,8,53.07995713048047,6.634994641310059,"[21, 6, 8, 2, 16, 13, 1, 18, 9]",20
64,63,18,10,7,45.52384319147753,6.503406170211076,"[21, 6, 8, 2, 16, 13, 1, 18, 9, 18]",23
65,0,11,1,104,803.1345491187394,7.722447587680187,[11],3
66,65,19,2,68,540.6285958053318,7.950420526548997,"[11, 19]",6
67,66,20,3,15,114.93775611711239,7.662517074474159,"[11, 19, 20]",8
68,67,2,4,14,107.63157756356166,7.687969825968691,"[11, 19, 20, 2]",10
69,68,12,5,13,98.57585131184543,7.582757793218879,"[11, 19, 20, 2, 12]",13
70,69,9,6,12,90.76704232785863,7.56392019398822,"[11, 19, 20, 2, 12, 9]",16
71,70,18,7,11,83.5844516372682,7.598586512478928,"[11, 19, 20, 2, 12, 9, 18]",19
72,71,6,8,10,73.52898384374306,7.352898384374306,"[11, 19, 20, 2, 12, 9, 18, 6]",21
73,72,6,9,9,66.72267606109679,7.413630673455199,"[11, 19, 20, 2, 12, 9, 18, 6, 6]",23
74,73,6,10,8,59.16656212209384,7.39582026526173,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6]",25
75,74,9,11,7,52.860125110352,7.551446444336,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9]",28
76,75,4,12,6,43.30176842819967,7.216961404699945,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4]",30
77,76,3,13,5,34.99584833284007,6.999169666568013,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4, 3]",33
78,77,4,14,4,27.225231130585122,6.806307782646281,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4, 3, 4]",36
79,78,12,15,3,19.919052577034403,6.639684192344801,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4, 3, 4, 12]",38
80,79,6,16,2,12.612874023483682,6.306437011741841,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4, 3, 4, 12, 6]",40
81,65,12,2,8,57.452446546128506,7.181555818266063,"[11, 12]",4
82,81,8,3,7,50.896074148934446,7.270867735562064,"[11, 12, 8]",6
83,80,9,17,1,5.306695469932961,5.306695469932961,"[11, 19, 20, 2, 12, 9, 18, 6, 6, 6, 9, 4, 3, 4, 12, 6, 9]",43
